aX,aY,aZ,gX,gY,gZ
-1.600,0.650,-2.262,-33.630,-142.578,-282.227
-1.585,0.464,-1.958,-63.965,-268.005,-270.142
-1.511,0.329,-1.659,-91.858,-383.972,-241.760
-1.506,0.241,-1.326,-113.586,-473.389,-204.834
-1.467,0.187,-1.063,-123.718,-533.752,-162.170
-1.355,0.181,-0.817,-137.390,-574.219,-117.371
-1.165,0.191,-0.625,-139.465,-592.712,-75.439
-1.022,0.208,-0.464,-132.935,-599.792,-37.598
-0.866,0.240,-0.309,-129.272,-602.356,-5.249
-0.728,0.274,-0.175,-117.432,-594.727,21.362
-0.546,0.306,-0.077,-98.816,-578.796,42.847
-0.400,0.327,0.017,-87.158,-563.416,57.739
-0.285,0.347,0.126,-89.722,-548.401,71.228
-0.162,0.360,0.220,-90.210,-528.809,82.397
-0.068,0.370,0.307,-89.478,-505.920,92.590
0.010,0.388,0.399,-96.436,-480.225,103.027
0.095,0.411,0.487,-103.577,-448.425,112.732
0.164,0.450,0.572,-103.149,-408.569,119.690
0.283,0.458,0.560,-77.576,-362.122,122.009
0.336,0.465,0.585,-73.059,-325.989,122.498
0.378,0.478,0.626,-104.065,-299.683,127.136
0.342,0.536,0.778,-170.044,-274.475,134.827
0.363,0.570,0.805,-185.425,-227.722,139.282
0.391,0.616,0.808,-185.974,-176.270,139.221
0.426,0.676,0.833,-218.506,-128.113,133.301
0.445,0.735,0.835,-234.680,-73.975,121.765
0.424,0.784,0.826,-237.610,-12.451,101.257
0.400,0.804,0.772,-219.299,56.641,71.655
0.318,0.791,0.719,-192.566,128.174,36.621
0.165,0.709,0.633,-158.081,203.979,-1.526
0.057,0.591,0.487,-100.647,287.781,-36.499
-0.137,0.464,0.352,-50.476,371.277,-64.697
-0.455,0.327,0.201,1.648,451.965,-84.167
-0.891,0.216,0.043,50.903,529.114,-88.440
-1.300,0.174,-0.150,88.501,606.445,-72.632
-1.689,0.195,-0.406,114.258,680.298,-38.818
-2.002,0.279,-0.695,112.183,735.718,3.845
-2.268,0.434,-0.950,72.327,763.916,45.837
-2.498,0.613,-1.210,29.846,776.978,75.806
-2.680,0.811,-1.434,-1.953,777.954,88.928
-2.789,1.001,-1.687,-9.277,766.479,82.764
-2.855,1.180,-1.950,0.305,738.586,65.186
-2.731,1.366,-2.198,-1.648,689.392,36.316
-2.540,1.503,-2.429,8.484,615.112,-3.479
-2.318,1.604,-2.596,15.381,511.475,-52.917
-2.003,1.643,-2.771,33.081,397.034,-109.558
-1.705,1.595,-2.849,37.109,259.583,-166.626
-1.565,1.426,-2.758,19.592,101.501,-218.628
-1.519,1.153,-2.505,-4.822,-57.312,-260.437
-1.583,0.857,-2.164,-33.508,-204.590,-286.804
-1.697,0.574,-1.799,-56.824,-333.374,-292.236
-1.801,0.360,-1.442,-82.458,-446.777,-273.254
-1.753,0.245,-1.107,-110.229,-522.034,-234.192
-1.635,0.200,-0.841,-126.038,-575.134,-184.631
-1.513,0.200,-0.599,-144.775,-606.873,-134.766
-1.356,0.226,-0.418,-144.348,-619.751,-87.585
-1.160,0.277,-0.259,-139.587,-625.183,-43.762
-0.953,0.339,-0.115,-134.521,-621.765,-8.606
-0.757,0.392,-0.000,-119.995,-610.535,16.235
-0.600,0.439,0.111,-109.436,-595.520,33.813
-0.430,0.483,0.212,-107.361,-575.867,46.692
-0.303,0.520,0.316,-108.398,-553.650,56.030
-0.186,0.556,0.419,-114.502,-526.367,62.256
-0.066,0.585,0.492,-111.450,-491.577,64.880
0.052,0.618,0.565,-108.337,-453.857,64.209
0.180,0.666,0.646,-109.741,-412.537,62.256
0.257,0.695,0.697,-95.215,-363.037,55.664
0.336,0.696,0.689,-64.941,-310.730,44.495
0.389,0.712,0.731,-69.275,-265.503,33.630
0.430,0.731,0.782,-81.421,-219.116,23.437
0.456,0.741,0.812,-80.139,-161.987,11.230
0.486,0.752,0.837,-70.007,-96.619,-2.991
0.505,0.733,0.785,-41.992,-22.156,-20.752
0.517,0.705,0.695,-17.517,50.659,-38.147
0.478,0.698,0.672,-29.053,112.915,-54.260
0.425,0.632,0.542,-12.512,176.636,-72.266
0.350,0.560,0.437,-3.113,233.398,-89.355
0.209,0.469,0.327,0.122,280.396,-103.882
0.043,0.385,0.226,2.502,323.303,-112.427
-0.142,0.320,0.127,-0.854,363.342,-115.417
-0.344,0.279,0.019,-2.991,403.564,-112.305
-0.545,0.271,-0.094,-7.568,447.876,-104.370
-0.751,0.291,-0.231,-9.888,497.131,-95.825
-0.993,0.322,-0.388,-5.310,550.293,-88.806
-1.286,0.362,-0.568,5.981,604.492,-83.801
-1.583,0.420,-0.766,18.982,654.663,-79.712
-1.865,0.484,-0.986,33.936,693.481,-76.416
-1.962,0.543,-1.192,32.043,714.722,-73.669
-2.219,0.615,-1.216,-13.428,701.721,-72.937
-2.386,0.674,-1.359,-9.949,696.594,-78.064
-2.457,0.752,-1.579,33.508,699.036,-84.961
-2.513,0.850,-1.813,47.974,679.077,-88.196
-2.444,0.977,-2.044,37.476,633.667,-93.262
-2.299,1.089,-2.268,32.715,570.862,-108.643
-2.048,1.190,-2.507,28.564,484.314,-132.263
-1.764,1.240,-2.666,11.963,371.582,-163.391
-1.562,1.192,-2.733,-5.615,241.394,-202.087
-1.494,1.039,-2.674,-21.118,99.548,-239.563
-1.443,0.847,-2.467,-47.852,-44.189,-265.076
-1.434,0.655,-2.153,-80.017,-180.786,-276.855
-1.449,0.488,-1.797,-103.699,-303.955,-274.658
-1.431,0.355,-1.452,-114.258,-404.785,-262.268
-1.307,0.252,-1.155,-115.479,-463.562,-246.826
-1.138,0.163,-0.903,-107.361,-500.427,-230.103
-0.932,0.079,-0.699,-100.098,-514.954,-211.731
-0.768,0.004,-0.515,-94.360,-518.799,-189.392
-0.584,-0.049,-0.352,-91.980,-515.198,-164.673

-2.494,0.557,-0.802,97.900,625.854,432.678
-2.659,0.891,-1.099,80.566,659.790,450.073
-2.934,1.182,-1.447,50.781,671.326,401.978
-2.849,1.519,-1.804,28.137,649.353,392.578
-2.682,1.831,-2.115,2.014,591.858,347.839
-2.372,2.083,-2.413,-0.366,515.198,280.212
-2.042,2.249,-2.633,8.911,405.884,191.650
-1.816,2.289,-2.728,20.752,275.818,85.938
-1.749,2.172,-2.675,36.011,137.329,-26.428
-1.806,1.877,-2.438,46.753,0.549,-133.118
-1.834,1.529,-2.122,52.490,-120.544,-225.098
-1.833,1.185,-1.802,55.664,-224.915,-293.518
-1.810,0.859,-1.503,54.688,-319.519,-334.961
-1.753,0.585,-1.189,33.691,-390.930,-347.168
-1.633,0.380,-0.922,16.541,-446.106,-337.646
-1.530,0.233,-0.677,-2.686,-483.643,-310.181
-1.388,0.141,-0.468,-22.400,-498.413,-270.752
-1.204,0.106,-0.303,-40.894,-500.854,-224.548
-0.963,0.119,-0.181,-54.871,-493.591,-175.476
-0.765,0.149,-0.082,-62.988,-480.286,-129.639
-0.574,0.204,0.004,-72.876,-464.233,-86.792
-0.424,0.268,0.078,-81.848,-444.641,-48.340
-0.277,0.352,0.142,-89.783,-421.936,-15.930
-0.132,0.445,0.192,-92.896,-395.081,8.850
0.009,0.537,0.230,-93.018,-366.882,25.269
0.110,0.613,0.262,-91.919,-337.646,33.569
0.208,0.678,0.294,-88.623,-307.556,34.241
0.289,0.725,0.325,-83.435,-276.062,28.687
0.359,0.749,0.350,-75.378,-242.981,18.005
0.420,0.754,0.373,-67.078,-208.618,3.845
0.481,0.742,0.396,-59.692,-173.462,-12.024
0.517,0.710,0.424,-51.880,-138.428,-29.968
0.537,0.659,0.442,-42.114,-102.051,-47.852
0.565,0.603,0.456,-33.203,-63.965,-64.270
0.597,0.536,0.463,-25.940,-25.757,-79.163
0.641,0.461,0.471,-21.179,10.315,-94.238
0.654,0.360,0.480,-14.465,45.105,-110.474
0.558,0.231,0.492,-6.714,80.200,-126.831
0.441,0.093,0.481,5.859,120.117,-138.489
0.303,-0.031,0.448,24.902,167.725,-141.846
0.148,-0.133,0.399,41.748,221.741,-134.644
-0.008,-0.222,0.307,57.800,281.006,-116.943
-0.204,-0.264,0.255,54.688,342.529,-91.492
-0.464,-0.267,0.141,67.078,413.147,-67.261
-0.825,-0.229,-0.047,116.089,491.699,-35.706
-1.218,-0.148,-0.256,149.658,563.721,21.790
-1.584,-0.021,-0.491,170.349,626.526,95.886
-2.024,0.131,-0.749,181.580,676.270,159.119
-2.479,0.331,-1.017,173.828,705.872,223.816
-2.890,0.543,-1.278,138.489,723.083,308.960
-2.829,0.930,-1.624,98.633,725.769,351.074
-2.718,1.297,-1.999,70.801,689.514,327.148
-2.468,1.642,-2.337,36.194,615.417,299.500
-2.224,1.904,-2.628,11.780,510.681,245.911
-1.965,2.079,-2.818,0.183,380.249,172.119
-1.768,2.144,-2.909,1.465,237.854,80.505
-1.640,2.070,-2.873,7.141,85.022,-18.921
-1.654,1.788,-2.614,7.751,-70.801,-115.417
-1.688,1.438,-2.242,-1.038,-214.478,-197.571
-1.853,1.073,-1.802,-9.460,-338.013,-257.507
-1.933,0.751,-1.414,-10.071,-439.880,-293.091
-1.858,0.511,-1.058,-9.338,-493.408,-308.228
-1.665,0.331,-0.795,0.183,-519.897,-308.716
-1.410,0.188,-0.576,2.380,-523.010,-296.143
-1.180,0.073,-0.406,6.042,-517.090,-277.222
-0.958,-0.008,-0.265,5.737,-505.859,-251.404
-0.718,-0.061,-0.160,6.348,-486.511,-218.689
-0.500,-0.093,-0.077,6.348,-462.280,-181.885
-0.319,-0.099,-0.010,3.784,-435.669,-144.226
-0.128,-0.085,0.034,3.418,-406.677,-106.262
0.011,-0.057,0.079,1.465,-379.395,-70.618
0.148,-0.020,0.110,-1.343,-351.990,-37.292
0.240,0.018,0.148,-6.653,-326.172,-7.446
0.309,0.064,0.191,-14.465,-300.659,18.860
0.373,0.119,0.227,-18.250,-271.484,42.358
0.413,0.168,0.258,-17.151,-239.746,60.913
0.435,0.208,0.274,-13.184,-206.604,75.684
0.450,0.253,0.291,-13.428,-174.255,89.050
0.482,0.302,0.298,-16.846,-143.555,102.295
0.551,0.356,0.305,-25.024,-114.502,113.525
0.573,0.378,0.314,-32.837,-86.914,117.493
0.510,0.370,0.325,-40.405,-62.622,119.202
0.443,0.369,0.352,-55.908,-40.161,125.244
0.395,0.378,0.358,-66.711,-12.390,135.315
0.317,0.392,0.347,-71.045,17.395,146.606
0.226,0.409,0.321,-77.698,45.166,159.058
0.167,0.450,0.304,-92.346,67.932,172.241
0.030,0.497,0.300,-114.075,90.271,185.669
-0.144,0.563,0.302,-140.991,114.746,196.472
-0.316,0.654,0.279,-157.043,146.729,203.796
-0.531,0.753,0.224,-162.048,188.171,205.505
-0.740,0.842,0.112,-156.311,239.502,199.951
-0.990,0.919,-0.032,-146.179,298.340,187.927
-1.247,0.990,-0.231,-126.160,366.028,167.480
-1.554,1.063,-0.467,-94.849,439.575,138.611
-1.819,1.142,-0.756,-54.016,510.864,107.849
-2.074,1.220,-1.063,-16.785,566.406,75.012
-2.254,1.317,-1.346,-7.141,597.656,40.405
-2.288,1.412,-1.615,-7.446,606.018,0.122
-2.232,1.488,-1.848,-9.949,581.238,-46.448
-2.141,1.535,-2.019,-21.545,526.733,-97.778
-2.052,1.536,-2.137,-28.748,456.787,-153.503
-1.910,1.494,-2.222,-23.987,376.648,-210.876
-1.717,1.408,-2.247,-13.794,285.583,-263.733
-1.542,1.248,-2.208,-6.714,186.584,-310.608
-1.392,1.034,-2.078,-8.789,85.205,-348.206
-1.285,0.796,-1.896,-16.785,-12.329,-374.390
-1.202,0.552,-1.698,-21.729,-102.661,-385.864
-1.119,0.332,-1.491,-32.227,-177.490,-381.653
-1.009,0.149,-1.298,-40.527,-237.549,-363.586
-0.873,0.015,-1.115,-52.246,-286.133,-335.266
-0.720,-0.087,-0.953,-55.786,-321.594,-299.744
-0.564,-0.145,-0.789,-61.951,-346.069,-257.874
-0.370,-0.172,-0.662,-63.293,-360.046,-211.609
-0.217,-0.174,-0.534,-66.650,-373.230,-164.978
-0.094,-0.169,-0.420,-74.463,-381.897,-117.920
-0.008,-0.148,-0.306,-82.458,-385.620,-70.496
0.054,-0.112,-0.200,-88.501,-383.789,-25.085
0.106,-0.065,-0.124,-88.196,-375.916,16.663

-1.512,0.417,-0.835,-25.635,491.577,-321.838
-1.624,0.352,-0.917,-23.865,514.099,-322.021
-1.746,0.295,-0.999,-11.414,535.278,-319.458
-1.977,0.237,-1.090,8.728,555.725,-312.988
-2.152,0.215,-1.225,32.654,582.886,-301.086
-2.226,0.229,-1.448,72.632,607.483,-281.433
-2.200,0.289,-1.705,101.074,615.479,-254.578
-2.076,0.387,-1.987,112.183,594.543,-225.891
-1.906,0.500,-2.253,110.107,545.288,-198.730
-1.657,0.617,-2.508,92.773,460.876,-175.293
-1.444,0.712,-2.672,60.913,348.633,-158.203
-1.286,0.760,-2.746,24.902,218.445,-148.499
-1.216,0.740,-2.693,-8.728,76.904,-143.982
-1.188,0.639,-2.524,-36.499,-64.758,-139.954
-1.096,0.538,-2.244,-66.284,-198.303,-131.104
-1.072,0.439,-1.897,-87.952,-318.481,-117.920
-1.100,0.338,-1.556,-95.947,-423.889,-99.976
-1.125,0.240,-1.247,-99.548,-489.563,-77.881
-1.097,0.185,-0.974,-105.408,-536.499,-47.974
-1.064,0.160,-0.738,-116.333,-563.721,-11.963
-0.992,0.169,-0.539,-116.943,-572.632,25.330
-0.876,0.200,-0.389,-110.840,-571.228,61.707
-0.742,0.243,-0.270,-105.713,-562.378,94.910
-0.667,0.292,-0.157,-102.783,-549.011,124.573
-0.570,0.351,-0.071,-96.863,-530.396,150.574
-0.481,0.418,-0.001,-91.125,-508.484,173.584
-0.396,0.486,0.059,-88.562,-485.413,193.176
-0.332,0.552,0.112,-88.806,-461.853,209.412
-0.290,0.620,0.167,-94.421,-438.782,223.694
-0.245,0.692,0.217,-104.919,-413.696,235.657
-0.194,0.770,0.258,-113.403,-385.559,244.873
-0.144,0.853,0.295,-119.019,-356.140,249.390
-0.090,0.937,0.325,-121.399,-324.280,249.146
-0.031,1.010,0.351,-122.742,-291.016,242.432
0.026,1.075,0.378,-125.183,-257.141,228.821
0.041,1.127,0.401,-128.235,-222.412,211.487
0.077,1.169,0.418,-129.089,-185.852,189.270
0.091,1.196,0.438,-129.883,-147.766,162.354
0.106,1.205,0.436,-125.244,-107.239,130.920
0.117,1.197,0.431,-119.202,-66.101,96.497
0.138,1.166,0.430,-116.089,-25.085,58.289
0.161,1.100,0.429,-109.985,16.113,16.663
0.186,0.984,0.378,-97.290,61.096,-24.963
0.196,0.894,0.361,-120.605,99.792,-61.829
0.057,0.799,0.481,-181.641,134.888,-100.342
-0.084,0.604,0.366,-112.915,202.576,-143.311
-0.252,0.450,0.313,-80.444,272.949,-176.514
-0.443,0.306,0.200,-47.791,347.961,-197.876
-0.684,0.191,0.075,-9.949,425.293,-205.811
-0.970,0.114,-0.040,13.428,499.207,-202.515
-1.296,0.075,-0.184,39.429,575.256,-188.171
-1.699,0.047,-0.331,63.599,651.306,-167.786
-2.181,0.026,-0.486,91.187,720.886,-141.052
-2.612,0.047,-0.668,125.427,779.846,-104.248
-3.009,0.110,-0.933,157.288,827.332,-59.875
-3.191,0.268,-1.259,179.443,859.497,-8.179
-3.045,0.513,-1.676,172.729,858.459,44.556
-2.827,0.773,-2.047,131.653,804.138,82.214
-2.559,1.016,-2.393,100.159,709.900,96.924
-2.331,1.232,-2.670,82.642,582.764,96.558
-2.091,1.394,-2.868,59.204,438.660,80.505
-2.007,1.468,-2.947,40.649,278.992,47.546
-2.088,1.463,-2.896,20.813,111.511,6.042
-2.137,1.396,-2.749,7.080,-53.162,-36.987
-2.129,1.271,-2.451,-8.362,-211.121,-78.003
-2.262,1.119,-2.080,-21.423,-359.375,-111.633
-2.416,0.988,-1.695,-36.438,-490.051,-131.104
-2.135,0.846,-1.405,-47.058,-603.149,-139.771
-2.411,0.571,-1.057,-68.237,-692.444,-143.005
-2.341,0.433,-0.723,-102.722,-764.954,-120.056
-2.185,0.329,-0.460,-123.413,-807.739,-82.397
-1.923,0.188,-0.191,-138.672,-860.352,-51.514
-2.293,0.031,0.100,-190.247,-899.902,-1.099
-2.080,0.112,0.456,-249.023,-881.104,74.036
-1.442,0.209,0.574,-203.552,-787.964,125.183
-0.982,0.254,0.541,-80.261,-682.495,142.395
-0.669,0.311,0.560,-42.236,-604.858,147.583
-0.494,0.344,0.544,-43.396,-552.368,158.569
-0.375,0.427,0.632,-96.619,-517.944,177.063
-0.209,0.513,0.682,-132.690,-477.844,195.190
-0.084,0.594,0.708,-138.367,-429.626,206.360
0.045,0.695,0.731,-151.062,-382.629,213.562
0.125,0.798,0.749,-166.626,-340.027,217.163
0.145,0.911,0.806,-191.956,-296.936,214.966
0.239,1.020,0.820,-196.777,-239.563,203.125
0.296,1.091,0.786,-175.842,-178.528,178.650
0.297,1.162,0.805,-179.443,-127.258,146.362
0.152,1.198,0.805,-175.171,-79.468,106.628
0.102,1.238,0.798,-163.208,-28.931,58.533
0.001,1.235,0.764,-150.818,25.391,6.775
-0.033,1.207,0.684,-126.465,85.388,-48.340
-0.171,1.106,0.603,-108.398,148.499,-104.614
-0.271,0.964,0.526,-81.665,215.210,-159.485
-0.470,0.791,0.450,-59.021,284.119,-211.487
-0.639,0.625,0.329,-16.846,361.023,-260.742
-0.825,0.462,0.167,40.161,445.435,-301.697
-1.142,0.308,-0.017,104.736,541.565,-327.820
-1.678,0.171,-0.251,174.744,650.452,-334.839
-2.181,0.116,-0.594,235.474,765.503,-315.186
-2.837,0.135,-1.003,253.479,867.493,-271.484
-2.957,0.338,-1.420,219.299,929.871,-217.590
-3.212,0.537,-1.776,155.945,951.294,-181.885
-2.895,0.800,-2.064,98.083,929.565,-171.875
-2.642,0.968,-2.192,39.734,835.999,-181.519
-3.646,1.003,-2.015,-46.509,719.238,-216.736
-3.248,1.074,-2.347,27.710,707.336,-263.611
-2.611,1.152,-2.800,192.627,681.091,-282.166
-2.490,1.318,-3.003,190.308,575.623,-285.645
-1.858,1.496,-3.336,196.350,454.590,-299.133
-1.648,1.598,-3.213,140.320,278.320,-328.125
-1.704,1.379,-2.971,98.328,93.689,-381.470
-1.306,0.962,-2.678,104.736,-68.420,-431.580
-1.362,0.447,-2.180,58.777,-238.525,-447.998
-1.408,0.021,-1.674,-12.390,-387.939,-416.565
-1.426,-0.192,-1.227,-96.313,-511.169,-358.765
-1.425,-0.130,-0.904,-201.965,-575.439,-300.537
-1.361,0.079,-0.545,-316.772,-612.854,-195.862
-1.260,0.348,-0.266,-385.803,-637.207,-27.832
-1.230,0.689,-0.041,-431.030,-635.498,106.628

-1.657,0.370,-1.339,325.745,723.877,-342.102
-2.013,0.261,-1.688,360.413,772.400,-357.605
-2.309,0.187,-2.084,375.122,808.167,-356.567
-2.608,0.184,-2.514,379.700,825.256,-334.656
-2.667,0.271,-2.993,373.718,800.659,-293.762
-2.292,0.455,-3.342,325.684,731.323,-246.338
-1.743,0.617,-3.687,272.644,617.554,-202.637
-1.343,0.707,-3.911,227.661,458.618,-169.373
-1.087,0.644,-3.921,161.377,258.667,-155.762
-1.056,0.406,-3.681,106.750,48.767,-150.818
-1.129,0.163,-3.156,30.640,-149.231,-133.423
-1.233,0.008,-2.493,-39.917,-319.885,-98.206
-1.280,-0.049,-1.834,-92.529,-450.195,-51.453
-1.288,-0.003,-1.322,-137.146,-544.922,-0.977
-1.293,0.080,-0.897,-192.627,-568.298,66.772
-1.264,0.233,-0.602,-211.182,-554.504,131.348
-1.125,0.455,-0.447,-214.111,-511.719,188.477
-0.992,0.698,-0.415,-178.223,-461.548,221.252
-0.870,0.898,-0.433,-136.292,-411.621,236.816
-0.700,1.025,-0.523,-87.341,-369.202,227.661
-0.585,1.083,-0.558,-53.650,-342.346,200.562
-0.482,1.073,-0.572,-25.574,-329.407,175.781
-0.397,1.024,-0.525,-15.259,-327.393,151.978
-0.312,0.964,-0.449,-17.029,-331.360,133.118
-0.222,0.906,-0.348,-27.466,-338.867,118.469
-0.155,0.849,-0.238,-45.532,-348.328,107.971
-0.159,0.810,-0.108,-71.533,-357.849,103.455
-0.144,0.824,0.047,-105.530,-367.920,102.844
-0.042,0.861,0.242,-141.479,-372.742,104.248
0.019,0.916,0.403,-164.246,-357.483,110.596
0.077,0.973,0.548,-179.749,-328.186,112.610
0.131,1.025,0.692,-194.214,-290.710,107.178
0.131,1.062,0.828,-203.064,-244.751,92.163
0.102,1.096,0.932,-195.496,-185.913,68.237
0.098,1.114,0.979,-164.429,-117.859,37.415
0.138,1.120,1.005,-135.254,-47.424,2.563
0.089,1.125,1.001,-116.882,32.349,-32.166
0.016,1.083,0.942,-76.294,120.728,-76.904
-0.071,0.932,0.813,-17.090,212.952,-133.057
-0.234,0.667,0.667,44.250,306.458,-194.885
-0.470,0.341,0.523,114.746,398.682,-253.296
-0.761,-0.024,0.345,211.487,493.591,-299.683
-1.076,-0.371,0.090,317.749,596.863,-320.190
-1.376,-0.526,-0.327,423.401,703.735,-329.651
-2.033,-0.370,-0.827,483.521,790.955,-321.472
-2.343,-0.144,-1.501,509.216,843.018,-97.961
-2.426,0.330,-2.057,481.201,858.154,69.397
-2.661,0.795,-2.486,363.159,814.087,213.379
-2.415,1.195,-2.939,307.556,736.328,321.167
-2.400,1.695,-3.243,210.937,630.554,250.732
-2.152,2.086,-3.504,158.752,496.826,231.873
-1.739,2.309,-3.619,122.559,328.430,195.740
-1.529,2.436,-3.665,83.618,137.390,110.168
-1.579,2.309,-3.473,69.336,-63.538,8.362
-1.700,1.912,-2.935,49.622,-260.925,-78.796
-1.798,1.423,-2.254,18.799,-436.035,-143.616
-1.886,0.943,-1.562,-26.062,-584.229,-178.101
-1.898,0.568,-0.974,-79.834,-708.252,-175.781
-1.922,0.359,-0.476,-142.944,-755.127,-127.808
-1.840,0.322,-0.158,-202.332,-763.489,-54.688
-1.675,0.421,0.035,-248.291,-751.892,28.076
-1.493,0.612,0.140,-266.663,-720.520,110.718
-1.302,0.828,0.208,-253.235,-678.711,176.941
-1.115,1.016,0.268,-223.511,-632.812,220.215
-0.858,1.176,0.345,-184.326,-583.923,242.065
-0.693,1.288,0.377,-128.601,-532.166,226.257
-0.495,1.380,0.400,-100.525,-484.985,191.711
-0.278,1.469,0.543,-138.977,-444.336,148.560
-0.115,1.472,0.622,-127.319,-395.569,99.609
0.020,1.408,0.716,-101.746,-342.529,43.396
0.084,1.285,0.801,-85.388,-288.147,-13.184
0.054,1.137,0.890,-68.848,-233.643,-66.650
0.031,0.969,0.946,-57.983,-177.856,-114.380
0.136,0.812,0.993,-50.903,-122.192,-152.588
0.218,0.676,1.029,-56.091,-57.678,-177.002
0.200,0.549,1.036,-54.199,18.799,-192.017
0.089,0.421,0.972,-27.466,104.431,-205.505
0.021,0.288,0.839,10.864,194.763,-220.337
-0.105,0.172,0.647,55.054,289.673,-233.093
-0.290,0.089,0.422,112.732,384.521,-238.953
-0.531,0.033,0.129,183.899,476.257,-237.793
-0.754,0.030,-0.213,245.422,560.669,-224.304
-1.055,0.093,-0.582,283.997,633.179,-194.275
-1.319,0.236,-0.973,297.424,688.171,-152.100
-1.524,0.447,-1.323,286.865,726.562,-104.065
-1.743,0.685,-1.646,268.799,745.911,-65.063
-1.869,0.953,-1.852,244.812,741.211,-47.241
-1.974,1.128,-2.115,241.577,727.234,-49.561
-1.899,1.277,-2.280,208.862,687.317,-64.819
-1.808,1.365,-2.399,120.422,626.892,-91.980
-1.762,1.329,-2.476,58.044,551.880,-129.578
-1.694,1.330,-2.463,21.484,466.736,-168.457
-1.433,1.285,-2.868,103.210,385.986,-209.839
-1.272,1.188,-2.930,162.659,266.663,-246.460
-1.185,0.955,-2.883,121.338,125.000,-268.921
-1.159,0.665,-2.660,69.824,-22.400,-276.306
-1.136,0.388,-2.308,8.972,-166.565,-264.221
-1.032,0.194,-1.864,-40.039,-294.373,-233.093
-0.980,0.107,-1.422,-79.895,-407.654,-183.655
-0.860,0.095,-1.033,-109.924,-470.642,-126.526
-0.886,0.158,-0.694,-147.217,-496.399,-60.547
-0.848,0.248,-0.466,-172.852,-494.263,0.610
-0.787,0.355,-0.309,-174.805,-481.628,46.997
-0.716,0.478,-0.222,-165.466,-453.247,85.876
-0.616,0.617,-0.157,-148.682,-415.100,110.474
-0.434,0.735,-0.130,-117.920,-375.244,117.126
-0.265,0.826,-0.100,-93.018,-338.318,110.107
-0.152,0.889,-0.072,-67.871,-304.016,90.576
-0.053,0.913,-0.045,-47.241,-271.057,65.002
0.061,0.908,-0.028,-27.832,-238.831,37.170
0.177,0.877,-0.006,-14.282,-208.557,10.071
0.267,0.825,0.019,-5.859,-181.152,-12.268
0.332,0.761,0.053,-2.258,-157.166,-30.273
0.371,0.688,0.095,-1.648,-136.230,-43.945
0.331,0.627,0.139,-4.333,-117.371,-50.903
0.385,0.619,0.172,-12.451,-101.501,-55.542
0.412,0.571,0.225,-23.865,-92.346,-63.477
0.424,0.520,0.303,-41.992,-86.365,-65.247
0.478,0.462,0.401,-71.289,-84.045,-61.401

-1.579,0.814,-1.354,49.622,523.132,129.456
-1.704,0.973,-1.591,67.749,534.058,122.620
-1.756,1.125,-1.824,70.129,526.367,103.271
-1.747,1.250,-2.019,56.946,501.282,73.242
-1.762,1.361,-2.123,28.992,462.402,33.569
-1.709,1.459,-2.336,42.175,422.791,-13.733
-1.559,1.511,-2.523,88.745,360.168,-70.801
-1.421,1.465,-2.601,106.750,258.667,-129.517
-1.355,1.348,-2.560,101.074,147.156,-180.969
-1.300,1.136,-2.415,83.435,31.616,-228.027
-1.254,0.848,-2.188,68.237,-84.045,-264.587
-1.269,0.549,-1.891,44.678,-191.467,-278.442
-1.215,0.303,-1.596,21.545,-283.752,-266.846
-1.097,0.128,-1.303,-5.981,-348.877,-238.586
-0.981,0.021,-1.026,-31.250,-399.475,-199.585
-0.855,-0.027,-0.780,-56.152,-432.556,-153.259
-0.703,-0.037,-0.558,-78.735,-447.021,-100.098
-0.547,-0.015,-0.376,-94.299,-454.712,-47.424
-0.421,0.041,-0.237,-111.206,-451.294,4.822
-0.290,0.125,-0.148,-130.615,-439.697,55.603
-0.193,0.242,-0.069,-149.841,-423.096,101.257
-0.110,0.371,-0.032,-152.588,-401.367,137.634
-0.046,0.492,0.005,-156.616,-379.517,164.246
-0.011,0.614,0.055,-161.682,-358.765,181.946
0.007,0.746,0.102,-161.987,-335.449,189.514
0.066,0.864,0.124,-156.067,-308.167,185.486
0.074,0.975,0.146,-153.625,-279.907,167.908
0.108,1.044,0.193,-146.973,-254.822,138.428
0.133,1.064,0.263,-134.888,-231.201,102.234
0.124,1.025,0.336,-116.272,-203.674,61.523
0.122,0.942,0.396,-94.788,-170.837,21.912
0.197,0.821,0.451,-80.383,-134.766,-10.010
0.144,0.685,0.543,-84.229,-92.590,-30.518
0.015,0.565,0.658,-96.130,-39.246,-43.091
-0.003,0.490,0.744,-103.333,26.611,-50.415
-0.016,0.476,0.747,-99.060,111.267,-48.523
-0.058,0.513,0.599,-69.519,209.961,-43.640
-0.206,0.523,0.330,-24.719,310.242,-41.626
-0.456,0.528,0.024,8.728,401.062,-41.504
-0.695,0.536,-0.321,57.251,475.342,-38.879
-0.945,0.581,-0.672,97.229,530.212,-27.649
-1.205,0.688,-0.993,102.905,569.580,-11.353
-1.422,0.811,-1.296,93.445,595.093,-1.648
-1.540,0.931,-1.537,72.266,603.638,-2.502
-1.575,1.035,-1.702,31.067,583.496,-15.137
-1.574,1.117,-1.802,-15.503,546.448,-41.626
-1.559,1.144,-1.865,-54.077,501.770,-79.285
-1.570,1.092,-1.900,-77.759,454.407,-122.131
-1.587,1.089,-1.898,-79.224,409.729,-165.039
