aX,aY,aZ,gX,gY,gZ
-2.295,-0.817,0.143,205.811,583.008,-830.322
-2.900,-1.010,-0.338,359.375,757.385,-705.444
-3.518,-1.103,-0.909,444.031,921.448,-612.366
-3.877,-1.030,-1.439,405.151,1033.630,-477.905
-3.875,-0.765,-1.941,339.478,1089.294,-328.308
-3.502,-0.423,-2.540,299.683,1077.820,-189.209
-2.977,-0.015,-2.987,210.754,984.070,-71.777
-2.538,0.349,-3.311,87.708,849.243,7.690
-2.362,0.622,-3.475,-0.305,685.547,57.922
-2.345,0.784,-3.538,-54.260,510.132,105.225
-2.157,0.837,-3.573,-78.796,337.463,154.358
-2.485,0.911,-3.488,-113.831,168.091,96.741
-2.619,0.989,-3.393,-119.629,10.559,58.533
-2.553,1.048,-3.268,-124.878,-135.559,43.640
-2.363,1.047,-3.001,-120.422,-280.090,16.479
-2.202,0.939,-2.585,-109.558,-423.157,-17.761
-2.179,0.748,-2.109,-91.919,-555.237,-50.781
-2.288,0.522,-1.596,-89.905,-666.443,-71.411
-2.416,0.317,-1.160,-103.333,-760.010,-74.707
-2.343,0.187,-0.756,-122.742,-796.448,-59.143
-2.135,0.101,-0.460,-125.305,-790.222,-29.785
-1.906,0.070,-0.207,-131.287,-771.484,4.822
-1.644,0.080,-0.009,-128.235,-741.455,41.687
-1.374,0.114,0.121,-108.826,-699.463,75.012
-1.097,0.160,0.213,-90.393,-653.259,100.403
-0.872,0.212,0.280,-79.407,-610.840,119.263
-0.727,0.258,0.347,-79.590,-578.491,135.010
-0.646,0.277,0.442,-93.994,-563.843,148.071
-0.562,0.309,0.582,-128.845,-561.279,164.917
-0.431,0.350,0.728,-163.391,-559.814,188.599
-0.349,0.407,0.906,-206.970,-561.096,212.708
-0.322,0.477,1.134,-261.658,-569.519,235.779
-0.319,0.593,1.410,-327.332,-576.477,261.475
-0.359,0.757,1.711,-401.123,-567.871,287.109
-0.427,0.976,1.995,-473.938,-532.837,307.678
-0.472,1.241,2.212,-518.250,-452.881,319.092
-0.441,1.480,2.316,-533.508,-330.627,325.867
-0.282,1.771,2.265,-517.639,-187.866,282.593
-0.322,1.981,2.161,-465.332,-26.917,171.387
-0.387,2.050,1.919,-348.694,138.123,59.448
-0.526,1.920,1.598,-210.815,306.458,-75.867
-0.915,1.491,1.155,-69.885,475.098,-217.407
-1.479,0.992,0.741,31.433,626.953,-338.501
-2.128,0.572,0.333,124.084,771.301,-416.992
-2.825,0.244,-0.078,222.290,904.175,-447.693
-3.449,0.049,-0.478,292.603,1014.160,-431.213
-3.900,-0.055,-0.920,323.242,1089.417,-376.892
-4.000,0.009,-1.322,282.776,1130.188,-298.218
-3.865,0.158,-1.760,206.909,1117.615,-220.032
-3.537,0.351,-2.055,112.793,1051.086,-158.203
-3.097,0.507,-2.298,46.875,947.083,-124.817
-2.678,0.609,-2.482,10.315,825.195,-107.849
-2.299,0.681,-2.530,-19.409,694.702,-100.952
-2.015,0.668,-2.550,-44.983,562.134,-99.426
-1.800,0.748,-2.408,-88.013,428.589,-99.609
-1.332,0.762,-2.604,-28.076,316.650,-105.469
-1.148,0.774,-2.402,-2.136,184.937,-105.225
-1.166,0.670,-2.133,-31.189,43.274,-102.417
-1.237,0.555,-1.834,-54.504,-77.271,-95.215
-1.313,0.434,-1.576,-87.952,-173.950,-79.346
-1.477,0.317,-1.351,-132.751,-235.413,-52.795
-1.683,0.239,-1.197,-151.978,-267.883,-17.761
-1.790,0.240,-1.127,-176.514,-272.522,26.550
-1.790,0.363,-1.118,-190.063,-249.573,70.190
-1.722,0.531,-1.226,-163.879,-207.092,93.750
-1.643,0.700,-1.358,-104.004,-162.720,93.201
-1.533,0.847,-1.504,-41.382,-129.700,73.303
-1.379,0.963,-1.625,3.418,-118.225,38.208
-1.226,1.025,-1.693,21.484,-133.118,-5.981
-1.120,1.016,-1.683,24.475,-167.969,-53.284
-1.037,0.924,-1.579,23.621,-210.510,-100.464
-1.006,0.775,-1.431,26.917,-250.244,-142.090
-0.997,0.610,-1.283,34.973,-282.471,-175.659
-0.942,0.453,-1.142,39.978,-303.955,-199.219
-0.895,0.305,-1.009,43.579,-316.223,-211.975
-0.785,0.188,-0.894,43.091,-323.914,-213.074
-0.620,0.104,-0.795,38.269,-326.416,-204.529
-0.482,0.042,-0.690,28.076,-330.566,-190.002
-0.380,-0.011,-0.579,16.907,-337.830,-172.607
-0.282,-0.049,-0.465,4.028,-343.933,-153.259
-0.236,-0.077,-0.354,-10.681,-344.971,-132.019
-0.172,-0.086,-0.260,-19.897,-338.379,-111.206
-0.065,-0.081,-0.186,-21.179,-325.378,-91.797
0.056,-0.066,-0.131,-17.517,-310.974,-75.928
0.166,-0.061,-0.079,-16.418,-302.063,-64.453
0.224,-0.068,0.000,-25.085,-302.734,-56.702
0.268,-0.086,0.105,-41.321,-309.448,-49.194
0.295,-0.112,0.250,-63.171,-318.054,-41.260
0.358,-0.144,0.417,-79.895,-322.754,-33.936
0.465,-0.203,0.585,-84.045,-321.411,-30.701
0.559,-0.303,0.777,-88.867,-320.068,-35.095
0.603,-0.418,1.004,-110.962,-317.749,-46.997
0.522,-0.499,1.263,-154.175,-309.631,-78.918
0.159,-0.558,1.531,-216.675,-286.072,-117.432
0.286,-0.522,1.821,-261.108,-236.145,-5.310
0.126,-0.469,1.989,-261.902,-171.021,61.890
-0.102,-0.296,2.171,-334.229,-82.520,92.285
-0.310,-0.047,2.212,-356.201,43.762,119.751
-0.218,0.219,2.050,-303.528,218.384,125.061
-0.365,0.350,1.624,-164.673,427.551,106.384
-0.832,0.246,1.026,16.235,648.010,82.092
-1.476,0.068,0.493,160.583,820.374,47.302
-2.414,-0.048,-0.021,298.706,972.290,-19.287
-3.601,-0.115,-0.561,432.068,1099.731,-18.982
-4.000,-0.058,-1.144,505.432,1183.716,59.204
-4.000,0.199,-1.654,464.600,1215.881,177.917
-4.000,0.482,-2.218,401.733,1183.289,339.783
-4.000,1.072,-2.765,300.964,1104.553,439.514
-4.000,1.644,-3.230,194.885,980.164,431.580
-4.000,2.104,-3.578,119.812,822.144,402.466
-3.463,2.423,-3.778,61.890,635.803,314.880

-2.618,2.538,-3.830,62.073,223.450,20.203
-2.655,2.183,-3.479,91.431,3.113,-131.287
-2.801,1.683,-2.935,86.670,-215.454,-254.761
-3.075,1.167,-2.335,89.661,-403.320,-341.980
-3.240,0.720,-1.778,89.050,-553.101,-391.113
-3.248,0.359,-1.331,85.632,-669.495,-409.241
-3.209,0.086,-0.885,54.504,-755.676,-394.714
-3.036,-0.089,-0.524,23.193,-797.974,-350.464
-2.731,-0.165,-0.243,-7.874,-809.570,-294.128
-2.480,-0.160,0.050,-53.162,-813.354,-230.713
-2.198,-0.109,0.281,-89.600,-797.058,-151.855
-1.912,-0.056,0.446,-97.229,-762.756,-52.917
-1.572,0.056,0.575,-109.436,-714.417,36.011
-1.272,0.157,0.644,-95.276,-658.020,92.590
-1.022,0.260,0.718,-80.444,-600.342,132.935
-0.843,0.360,0.766,-68.176,-540.649,165.710
-0.712,0.443,0.807,-54.688,-485.596,202.759
-0.420,0.531,0.808,-48.401,-434.387,237.671
-0.394,0.613,0.834,-53.772,-391.174,204.224
-0.320,0.664,0.832,-55.176,-355.408,195.251
-0.300,0.707,0.848,-64.697,-327.148,194.336
-0.300,0.749,0.873,-90.210,-303.406,196.289
-0.272,0.797,0.883,-115.356,-280.640,199.402
-0.256,0.851,0.896,-146.362,-259.338,202.148
-0.263,0.910,0.922,-178.833,-237.122,203.979
-0.277,0.968,0.937,-198.792,-210.571,204.041
-0.308,1.019,0.943,-209.778,-180.237,201.904
-0.356,1.071,0.945,-220.398,-150.269,194.275
-0.465,1.159,0.976,-241.455,-118.958,172.791
-0.443,1.241,1.005,-243.103,-76.904,154.480
-0.572,1.297,0.994,-217.163,-21.301,136.902
-0.765,1.335,0.958,-219.421,40.771,118.103
-0.967,1.429,0.869,-219.666,106.079,76.294
-1.217,1.506,0.729,-216.492,179.687,20.142
-1.475,1.557,0.523,-200.623,259.460,-27.832
-1.741,1.554,0.265,-184.082,339.966,-86.060
-1.927,1.502,-0.019,-164.551,417.847,-155.396
-2.092,1.386,-0.314,-137.024,490.967,-234.741
-2.261,1.221,-0.594,-108.459,555.847,-318.176
-2.549,0.993,-0.840,-90.637,609.863,-399.719
-2.741,0.777,-1.016,-87.219,648.987,-474.365
-3.072,0.527,-1.159,-80.627,681.396,-536.072
-3.369,0.278,-1.309,-64.575,713.257,-583.618
-3.725,0.058,-1.454,-56.274,740.479,-613.586
-3.999,-0.122,-1.661,-33.569,786.560,-630.066
-4.000,-0.233,-1.939,-7.019,836.121,-635.681
-4.000,-0.240,-2.204,-9.033,865.173,-625.977
-4.000,-0.186,-2.420,-9.583,838.379,-588.074
-3.718,-0.126,-2.571,-14.648,775.635,-534.851
-3.201,-0.088,-2.719,-16.357,691.162,-493.896
-2.714,-0.055,-2.746,-34.058,583.801,-453.247
-2.177,-0.071,-2.820,-43.213,465.454,-412.903
-1.623,-0.090,-2.830,-46.143,335.510,-367.432
-1.117,-0.129,-2.781,-62.317,193.542,-316.345
-0.818,-0.232,-2.612,-66.956,49.683,-271.790
-0.635,-0.377,-2.371,-81.909,-84.595,-240.112
-0.493,-0.514,-2.055,-100.830,-203.125,-223.816
-0.493,-0.606,-1.714,-125.977,-315.735,-231.384
-0.456,-0.716,-1.296,-148.926,-397.583,-158.386
-0.385,-0.784,-0.913,-172.241,-450.806,-36.194
-0.278,-0.819,-0.565,-189.026,-486.084,31.433
-0.176,-0.837,-0.265,-211.060,-493.652,96.497
-0.175,-0.822,0.006,-234.680,-492.432,162.598
-0.262,-0.771,0.233,-266.357,-476.562,232.971
-0.446,-0.656,0.430,-307.617,-446.106,308.777
-0.667,-0.474,0.591,-354.126,-399.170,387.756
-0.942,-0.236,0.675,-384.094,-332.031,463.257
-1.204,0.015,0.675,-391.785,-247.437,523.865
-1.357,0.243,0.531,-392.090,-147.217,567.749
-1.885,0.468,0.405,-404.114,-30.884,595.093
-2.206,0.694,0.196,-352.783,115.417,637.451
-2.019,0.870,-0.177,-200.317,285.645,671.753
-2.336,1.112,-0.573,-85.083,456.787,508.606
-2.955,1.246,-1.099,43.518,620.544,350.037
-3.305,1.380,-1.675,156.189,745.789,244.629
-3.147,1.576,-2.179,187.317,780.579,157.227
-2.678,1.799,-2.537,162.842,703.796,77.393
-1.964,1.967,-2.837,126.343,566.101,-5.127
-1.541,1.969,-2.900,84.351,393.066,-93.567
-1.497,1.755,-2.669,17.395,200.806,-181.641
-1.594,1.417,-2.316,-13.489,32.104,-261.536
-1.825,1.035,-1.951,-26.489,-101.074,-322.754
-2.159,0.677,-1.641,-27.832,-205.566,-354.736
-2.300,0.436,-1.349,-38.879,-277.100,-354.492
-2.140,0.284,-1.156,-31.860,-311.646,-337.891
-1.860,0.191,-1.021,-11.047,-331.055,-316.040
-1.619,0.140,-0.913,-0.854,-348.999,-285.034
-1.442,0.125,-0.809,-6.470,-374.084,-244.446
-1.254,0.143,-0.708,-20.691,-403.564,-198.853
-1.107,0.183,-0.590,-42.603,-433.472,-150.940
-1.136,0.216,-0.463,-65.796,-461.731,-105.286
-1.218,0.271,-0.335,-84.229,-475.647,-60.913
-1.098,0.362,-0.270,-73.303,-464.966,-25.146
-0.967,0.443,-0.243,-44.495,-440.369,-6.165
-0.953,0.503,-0.218,-21.118,-413.147,-0.610
-0.826,0.574,-0.227,1.038,-379.333,-2.197
-0.613,0.627,-0.273,30.945,-345.215,-14.282
-0.442,0.651,-0.292,44.250,-325.623,-31.982
-0.308,0.648,-0.270,39.001,-323.242,-48.157
-0.185,0.623,-0.222,28.870,-329.712,-61.401
-0.097,0.581,-0.156,18.372,-340.027,-71.838
-0.132,0.524,-0.073,4.761,-351.257,-76.721
-0.141,0.491,0.015,-11.353,-356.567,-73.730
-0.093,0.468,0.083,-17.273,-351.257,-69.092
-0.031,0.446,0.133,-15.930,-338.684,-67.505
0.024,0.414,0.160,-12.146,-322.937,-67.993
0.120,0.404,0.186,-7.568,-310.242,-67.444
0.203,0.409,0.243,-6.836,-305.237,-65.735
0.252,0.406,0.325,-13.306,-306.641,-65.857
0.272,0.387,0.422,-17.029,-309.631,-68.481
0.314,0.350,0.540,-26.489,-315.186,-74.341
0.385,0.310,0.694,-47.424,-320.618,-79.712
0.504,0.250,0.853,-69.824,-321.533,-85.388
0.646,0.154,1.039,-90.576,-322.144,-96.252
0.698,0.006,1.267,-116.638,-328.491,-114.014
0.599,-0.171,1.552,-155.884,-334.595,-129.700
0.448,-0.345,1.875,-205.017,-331.970,-139.160
0.336,-0.466,2.233,-253.296,-294.128,-148.376
0.196,-0.538,2.486,-267.029,-207.764,-145.996

-0.214,-0.428,2.735,-271.179,56.763,-36.926
-0.501,-0.252,2.593,-199.219,223.389,43.640
-0.922,-0.047,2.227,-113.525,410.583,80.811
-1.356,0.101,1.638,-17.090,612.610,104.248
-2.068,0.198,1.055,38.208,810.913,114.929
-2.746,0.229,0.409,132.996,959.778,125.183
-3.537,0.260,-0.129,211.731,1080.383,152.771
-4.000,0.262,-0.588,250.916,1167.725,215.881
-4.000,0.431,-1.136,284.912,1223.083,240.662
-4.000,0.734,-1.567,246.155,1231.995,260.254
-4.000,1.081,-2.082,200.867,1192.261,303.894
-4.000,1.439,-2.633,109.558,1095.337,317.688
-3.630,1.802,-2.963,-43.457,951.599,289.368
-2.912,1.990,-3.198,-66.284,781.311,218.201
-2.439,2.007,-3.113,-101.868,588.135,127.563
-2.280,1.869,-2.965,-83.435,416.138,6.348
-1.899,1.673,-2.847,-32.715,276.001,-107.666
-1.644,1.312,-2.654,17.883,148.376,-198.608
-1.507,0.940,-2.259,-14.038,15.869,-258.118
-1.396,0.562,-1.914,-17.273,-97.534,-291.443
-1.292,0.242,-1.581,-30.396,-196.655,-292.603
-1.197,0.011,-1.219,-79.590,-272.766,-260.071
-1.155,-0.176,-0.974,-102.417,-318.726,-211.792
-1.113,-0.226,-0.667,-140.259,-339.355,-161.926
-1.218,-0.186,-0.489,-156.799,-326.660,-114.624
-1.268,-0.131,-0.326,-174.072,-282.837,-15.747
-1.233,0.021,-0.303,-164.917,-213.135,119.568
-1.301,0.246,-0.371,-144.287,-129.089,187.439
-1.463,0.501,-0.526,-112.671,-42.664,239.746
-1.701,0.668,-0.774,-61.401,36.621,322.266
-1.410,0.953,-1.082,-27.039,100.220,348.083
-1.553,1.194,-1.381,-9.460,128.418,251.648
-1.505,1.402,-1.658,-2.197,124.573,193.115
-1.454,1.558,-1.840,3.906,88.989,136.108
-1.348,1.643,-1.971,27.405,30.518,64.880
-1.356,1.611,-1.991,47.668,-37.781,-16.968
-1.390,1.477,-1.919,52.368,-111.084,-100.647
-1.355,1.280,-1.766,58.350,-181.763,-177.979
-1.305,1.048,-1.583,62.866,-250.305,-243.652
-1.248,0.809,-1.353,56.458,-319.336,-292.480
-1.246,0.565,-1.097,41.931,-383.972,-323.303
-1.217,0.354,-0.842,27.222,-434.204,-336.365
-1.110,0.184,-0.614,16.052,-463.074,-333.557
-0.955,0.049,-0.422,5.188,-479.919,-319.519
-0.824,-0.053,-0.232,-16.296,-496.765,-296.448
-0.710,-0.131,-0.060,-40.100,-505.920,-263.733
-0.594,-0.182,0.088,-60.547,-505.432,-226.562
-0.445,-0.208,0.214,-75.256,-495.422,-187.866
-0.306,-0.215,0.349,-89.111,-481.750,-150.085
-0.154,-0.213,0.484,-102.173,-464.844,-111.694
0.012,-0.211,0.612,-104.614,-445.923,-74.768
0.151,-0.227,0.747,-103.455,-427.734,-47.058
0.251,-0.262,0.883,-108.948,-413.330,-28.687
0.276,-0.319,1.061,-138.428,-404.846,-15.259
0.304,-0.351,1.286,-189.148,-396.240,-8.606
0.288,-0.325,1.520,-244.690,-373.474,-6.897
0.236,-0.259,1.741,-288.757,-330.566,7.874
0.174,-0.170,1.907,-318.298,-263.184,59.204
0.117,-0.026,2.004,-342.041,-175.842,129.395
-0.002,0.171,2.015,-361.145,-72.266,167.297
-0.213,0.385,1.912,-355.591,45.654,189.758
-0.357,0.570,1.733,-308.044,178.406,213.989
-0.624,0.606,1.441,-224.426,319.458,262.207
-0.683,0.734,1.029,-148.254,462.830,220.703
-1.070,0.786,0.715,-107.056,604.370,88.684
-1.627,0.683,0.196,28.381,760.498,27.771
-2.379,0.547,-0.228,120.605,898.254,-16.663
-3.237,0.450,-0.609,176.514,1007.568,-34.607
-3.996,0.432,-1.046,235.779,1102.173,-20.630
-4.000,0.480,-1.585,270.203,1185.974,16.724
-4.000,0.753,-2.132,249.084,1226.929,67.505
-4.000,1.144,-2.779,184.387,1186.279,111.328
-4.000,1.575,-3.184,15.808,1072.083,115.234
-3.746,1.895,-3.510,-80.811,910.278,63.477
-2.965,2.031,-3.605,-166.992,707.825,-20.935
-2.568,2.026,-3.393,-235.229,486.511,-124.878
-2.193,1.812,-3.258,-213.806,287.842,-238.403
-2.018,1.387,-2.955,-116.882,115.845,-341.370
-2.051,0.937,-2.483,-141.357,-60.608,-400.757
-2.108,0.505,-2.042,-153.503,-206.726,-423.828
-2.073,0.165,-1.646,-182.068,-324.890,-409.363
-1.968,-0.073,-1.304,-195.679,-410.278,-371.033
-1.727,-0.202,-1.060,-199.463,-452.515,-324.951
-1.517,-0.230,-0.870,-199.036,-473.389,-284.607
-1.524,-0.193,-0.682,-210.754,-478.882,-225.708
-1.315,-0.138,-0.541,-219.177,-472.961,-83.862
-1.158,-0.025,-0.458,-211.792,-452.393,20.447
-0.969,0.112,-0.437,-181.519,-424.316,82.153
-0.866,0.253,-0.434,-148.254,-396.484,126.404
-0.845,0.383,-0.416,-122.131,-372.803,163.208
-0.801,0.473,-0.434,-83.679,-348.572,210.632
-0.519,0.572,-0.471,-49.927,-325.439,247.925
-0.551,0.672,-0.504,-26.489,-308.105,177.612
-0.471,0.743,-0.531,3.662,-293.762,137.146
-0.349,0.776,-0.531,27.710,-286.316,107.056
-0.239,0.771,-0.504,47.791,-287.415,72.021
-0.160,0.735,-0.441,52.368,-296.509,37.292
-0.096,0.677,-0.362,49.500,-310.547,7.874
-0.058,0.605,-0.260,38.391,-328.918,-12.634
-0.028,0.534,-0.143,20.325,-347.351,-25.146
0.003,0.470,-0.021,0.671,-363.770,-30.273
0.063,0.411,0.115,-16.846,-378.052,-30.701
0.132,0.349,0.254,-26.306,-389.282,-30.579
0.202,0.272,0.393,-29.907,-397.156,-31.799
0.299,0.190,0.541,-42.969,-404.785,-33.569
0.377,0.111,0.757,-81.726,-412.598,-34.790
0.387,0.022,1.004,-126.221,-414.490,-33.569
0.352,-0.051,1.262,-165.710,-400.391,-23.987
0.310,-0.085,1.505,-201.233,-363.831,-4.456
0.266,-0.072,1.700,-227.539,-301.880,21.301
0.319,-0.014,1.811,-240.234,-209.656,52.063
0.283,0.077,1.849,-247.070,-102.661,77.576
0.172,0.198,1.829,-253.845,12.085,92.346
-0.055,0.324,1.697,-229.614,134.766,98.511
-0.330,0.426,1.452,-182.495,260.803,98.206
-0.616,0.502,1.148,-145.935,382.263,92.651
-0.958,0.548,0.840,-123.169,481.567,72.815
-1.453,0.544,0.531,-101.440,574.036,50.232
-1.816,0.538,0.237,-62.500,663.635,25.146

-2.852,0.500,-0.413,40.955,893.433,-18.677
-3.613,0.459,-0.798,128.845,1018.677,-47.180
-4.000,0.422,-1.278,229.248,1135.559,-64.758
-4.000,0.498,-1.798,287.537,1231.323,-53.833
-4.000,0.742,-2.397,295.410,1251.892,-17.029
-4.000,1.119,-2.885,200.012,1180.847,23.682
-4.000,1.458,-3.228,39.978,1043.701,32.898
-3.444,1.694,-3.396,-97.900,854.126,-16.663
-3.037,1.724,-3.329,-187.073,640.076,-102.661
-2.724,1.655,-3.236,-179.321,441.956,-197.144
-2.486,1.383,-3.154,-65.552,269.836,-286.255
-2.297,1.084,-2.859,-52.856,84.412,-339.661
-2.212,0.745,-2.544,-36.743,-87.708,-366.516
-2.178,0.452,-2.177,-55.603,-244.751,-365.234
-2.078,0.210,-1.831,-74.524,-377.991,-338.074
-1.956,0.051,-1.506,-98.694,-495.483,-286.072
-1.896,-0.037,-1.164,-131.287,-587.952,-213.440
-1.901,-0.061,-0.872,-166.687,-649.353,-129.761
-1.896,-0.021,-0.603,-204.956,-681.946,-38.269
-1.833,0.072,-0.409,-225.708,-688.721,62.988
-1.734,0.238,-0.238,-227.600,-679.077,148.804
-1.555,0.406,-0.156,-184.998,-651.489,218.262
-1.422,0.567,-0.143,-112.244,-616.150,254.822
-1.278,0.742,-0.098,-79.407,-586.426,276.306
-1.138,0.880,-0.087,-44.006,-557.251,286.011
-1.033,0.969,-0.096,-16.479,-530.640,280.884
-0.955,1.027,-0.096,4.089,-508.057,268.005
-0.824,1.070,-0.076,25.208,-490.417,250.854
-0.704,1.079,-0.032,38.940,-476.013,223.328
-0.634,1.065,0.038,44.250,-464.783,193.848
-0.571,1.033,0.118,45.593,-451.660,169.861
-0.515,0.995,0.190,45.410,-433.838,152.832
-0.437,0.964,0.245,39.429,-410.522,140.930
-0.325,0.965,0.315,23.315,-384.399,133.728
-0.210,0.982,0.375,5.371,-353.027,128.845
-0.095,1.011,0.427,-4.456,-315.735,122.375
0.026,1.042,0.454,-4.456,-271.973,109.924
0.138,1.064,0.458,3.357,-224.976,91.309
0.235,1.082,0.461,7.202,-176.758,68.665
0.315,1.082,0.449,16.541,-127.258,42.175
0.373,1.060,0.423,32.471,-76.294,13.489
0.391,1.007,0.364,51.086,-24.353,-14.893
0.399,0.942,0.273,71.533,25.146,-40.222
0.406,0.878,0.164,89.050,70.374,-61.584
0.373,0.812,0.057,102.600,108.521,-78.918
0.302,0.752,-0.050,111.816,139.648,-89.844
0.249,0.716,-0.150,112.305,164.917,-94.360
0.204,0.699,-0.253,110.229,188.049,-94.482
0.156,0.695,-0.375,114.136,209.839,-93.323
0.127,0.701,-0.500,118.774,227.600,-91.797
0.112,0.711,-0.633,121.338,238.770,-90.454
0.116,0.721,-0.756,120.422,239.563,-88.257
0.133,0.730,-0.852,113.159,228.394,-84.290
0.144,0.735,-0.919,104.187,208.496,-78.735
0.153,0.739,-0.973,97.107,183.960,-72.266
0.159,0.743,-1.012,89.172,157.043,-65.247
0.148,0.747,-1.038,77.148,127.869,-57.678
0.128,0.751,-1.047,62.866,98.572,-49.927
0.114,0.762,-1.047,49.683,71.045,-41.870
0.095,0.778,-1.043,39.856,46.936,-33.142
0.076,0.804,-1.047,34.180,26.672,-23.926
0.060,0.848,-1.050,28.809,7.874,-14.038
0.065,0.905,-1.050,22.766,-9.888,-5.737
0.087,0.963,-1.047,19.470,-27.832,-2.075
0.119,1.007,-1.036,17.151,-46.814,-1.953
0.132,1.032,-1.000,12.756,-69.519,-4.272
0.115,1.028,-0.921,4.944,-95.520,-8.667
0.095,1.002,-0.827,-0.732,-119.690,-12.207
0.073,0.974,-0.735,-4.639,-139.099,-13.855
0.056,0.950,-0.643,-10.620,-156.128,-13.367
0.068,0.937,-0.553,-18.250,-169.861,-11.230
0.086,0.923,-0.469,-23.682,-180.542,-10.254
0.109,0.901,-0.377,-28.137,-191.345,-12.146
0.161,0.878,-0.271,-34.668,-203.247,-15.320
0.219,0.843,-0.158,-40.283,-214.966,-19.958
0.237,0.787,-0.034,-47.058,-228.210,-26.672
0.239,0.720,0.113,-64.087,-246.094,-31.860
0.256,0.667,0.290,-92.041,-267.273,-32.593
0.247,0.613,0.473,-118.835,-285.583,-30.212
0.226,0.578,0.679,-150.818,-301.025,-25.757
0.124,0.547,0.883,-183.044,-309.448,-16.357
0.005,0.537,1.095,-220.642,-310.791,-2.991
-0.080,0.558,1.316,-260.193,-303.223,11.719
-0.137,0.628,1.526,-299.561,-282.288,29.114
-0.263,0.746,1.713,-342.407,-242.798,46.265
-0.371,0.898,1.818,-374.878,-176.270,56.396
-0.450,1.079,1.808,-383.606,-83.923,53.162
-0.560,1.289,1.685,-361.023,24.170,32.654
-0.697,1.465,1.430,-308.960,135.986,-8.240
-0.847,1.565,1.124,-258.301,239.258,-73.730
-0.914,1.573,0.814,-213.623,329.468,-161.987
-0.959,1.433,0.533,-164.795,420.959,-275.269
-1.124,1.136,0.270,-80.444,526.123,-406.982
-1.686,0.750,0.072,25.452,651.672,-536.133
-2.764,0.327,-0.148,147.888,808.289,-643.372
-4.000,-0.064,-0.534,283.569,1000.671,-701.416
-4.000,-0.299,-1.149,385.620,1200.439,-697.205
-4.000,-0.184,-1.760,391.113,1360.840,-673.218
-4.000,0.038,-2.428,333.862,1386.902,-554.932
-4.000,0.357,-3.065,252.930,1338.684,-352.356
-4.000,0.701,-3.483,117.798,1231.995,-250.549
-4.000,0.936,-3.707,-15.198,1077.393,-243.652
-4.000,1.047,-3.815,-69.458,900.391,-271.912
-3.640,1.046,-4.000,-44.495,717.834,-306.396
-2.960,0.994,-4.000,-5.920,520.386,-327.576
-2.454,0.823,-4.000,-33.447,286.133,-333.252
-2.081,0.529,-3.772,-72.449,42.297,-325.378
-1.879,0.234,-3.300,-123.169,-188.965,-295.471
-1.860,0.041,-2.660,-184.265,-398.865,-239.868
-1.940,-0.038,-1.974,-233.154,-568.298,-162.964
-1.960,-0.031,-1.403,-260.132,-690.247,-76.782
-1.940,0.037,-0.922,-281.555,-766.602,12.451
-1.833,0.141,-0.570,-292.908,-780.151,102.661
-1.746,0.276,-0.295,-281.921,-769.531,172.485
-1.584,0.439,-0.117,-260.803,-739.624,227.234
-1.325,0.620,-0.003,-228.577,-697.632,261.108
-1.013,0.767,0.047,-182.373,-652.588,271.179
-0.806,0.878,0.120,-145.081,-612.793,262.573
-0.601,0.933,0.178,-112.000,-576.233,247.437

0.038,0.644,1.917,-342.896,31.494,3.113
-0.086,0.721,1.806,-264.404,169.189,-34.973
-0.166,0.689,1.535,-147.949,331.299,-89.111
-0.451,0.490,1.143,-18.555,511.353,-158.142
-1.082,0.244,0.736,113.831,697.266,-226.624
-2.130,0.028,0.243,275.146,883.972,-265.015
-3.337,-0.085,-0.327,414.429,1062.622,-248.413
-4.000,-0.084,-0.975,481.628,1204.956,-171.143
-4.000,0.142,-1.500,436.707,1305.115,-53.406
-4.000,0.451,-2.318,393.555,1330.383,81.116
-4.000,1.033,-2.951,264.954,1262.085,205.505
-4.000,1.621,-3.717,146.606,1146.118,263.062
-4.000,2.151,-4.000,42.175,960.571,261.353
-3.253,2.538,-4.000,-61.951,720.093,203.308
-2.569,2.639,-4.000,-58.838,463.074,53.528
-2.226,2.497,-4.000,-52.795,182.312,-81.665
-2.246,1.995,-3.756,-56.580,-95.215,-198.792
-2.358,1.445,-3.059,-57.129,-331.299,-283.508
-2.485,0.936,-2.356,-83.374,-526.245,-326.904
-2.542,0.549,-1.668,-108.887,-671.753,-333.801
-2.552,0.263,-1.138,-110.779,-778.076,-309.509
-2.447,0.070,-0.706,-104.370,-819.885,-261.902
-2.178,-0.031,-0.352,-114.807,-813.843,-197.815
-1.870,-0.087,-0.080,-118.958,-791.870,-132.996
-1.564,-0.091,0.114,-112.854,-751.953,-69.946
-1.223,-0.039,0.260,-116.821,-695.190,-9.888
-0.894,0.028,0.346,-107.361,-630.188,38.513
-0.630,0.107,0.413,-93.445,-568.970,76.233
-0.421,0.198,0.466,-79.834,-511.230,107.056
-0.255,0.286,0.481,-61.462,-457.458,128.723
-0.108,0.366,0.487,-50.354,-413.696,141.663
-0.022,0.456,0.532,-62.317,-381.470,150.513
0.047,0.534,0.589,-72.937,-354.431,154.785
0.168,0.608,0.650,-75.500,-331.238,152.466
0.286,0.648,0.725,-80.994,-314.636,141.785
0.327,0.669,0.838,-103.210,-304.749,126.709
0.319,0.687,0.979,-133.667,-296.570,115.417
0.390,0.716,1.134,-161.194,-286.499,104.797
