aX,aY,aZ,gX,gY,gZ

0.347,-0.166,2.518,91.736,-220.520,41.260
0.416,-0.042,2.631,80.566,-180.908,49.316
0.503,0.010,2.717,85.510,-144.653,54.932
0.586,0.001,2.832,100.769,-115.173,58.838
0.634,-0.025,2.918,114.563,-82.397,62.500
0.660,-0.012,2.908,121.887,-44.678,68.359
0.687,-0.007,2.762,113.892,-3.723,74.158
0.636,-0.071,2.550,82.336,32.776,77.332
0.619,-0.050,2.383,38.269,60.608,84.045
0.570,-0.014,2.238,1.282,83.496,93.262
0.481,0.043,1.939,-14.832,113.464,106.445
0.404,0.134,1.580,-18.555,143.433,123.352
0.337,0.259,1.178,-14.282,162.598,144.775
0.233,0.380,0.815,-14.587,169.678,168.579
0.103,0.477,0.579,-26.611,170.105,198.608
-0.043,0.554,0.482,-46.021,168.091,243.286
-0.198,0.966,0.487,-62.805,168.701,298.279
-0.124,1.567,0.212,-61.768,181.824,269.226
-0.292,1.211,0.121,-69.824,182.129,175.903
-0.333,1.105,-0.043,-75.256,186.768,157.104
-0.393,1.076,-0.089,-73.181,189.453,153.137
-0.412,1.017,-0.332,-78.918,196.594,152.893
-0.478,0.956,-0.700,-91.125,205.444,154.785
-0.539,0.942,-0.927,-98.511,200.806,161.194
-0.551,1.012,-1.062,-103.149,191.895,172.119
-0.560,1.134,-1.300,-106.567,182.190,182.556
-0.587,1.154,-1.687,-102.234,173.889,185.730
-0.589,1.152,-2.075,-92.529,158.386,188.049
-0.515,1.155,-2.139,-72.327,112.305,193.237
-0.411,1.028,-1.887,-52.490,51.025,192.322
-0.360,0.810,-1.714,-45.776,9.033,188.232
-0.404,0.671,-1.874,-47.668,-6.348,190.918
-0.458,0.688,-2.093,-47.791,-20.508,202.637
-0.578,0.838,-2.180,-40.039,-54.993,215.759
-0.672,1.081,-2.104,-19.958,-100.220,224.060
-0.724,1.408,-1.963,10.132,-136.292,221.985
-0.790,1.668,-1.717,38.452,-171.387,202.454
-0.786,1.892,-1.434,58.167,-204.346,171.204
-0.721,1.967,-1.273,71.472,-216.431,131.714
-0.660,1.742,-1.163,74.829,-219.299,84.961
-0.643,1.346,-0.964,75.806,-233.459,43.945
-0.627,0.944,-0.714,75.989,-249.573,21.729
-0.661,0.629,-0.599,72.021,-252.319,18.127
-0.703,0.484,-0.328,66.101,-262.085,30.273
-0.690,0.535,0.086,63.538,-275.513,51.575
-0.708,0.788,0.487,64.941,-277.710,72.998
-0.713,1.133,0.797,67.566,-265.869,85.571
-0.700,1.455,1.049,70.496,-247.070,84.290
-0.704,1.607,1.188,71.777,-221.985,69.092
-0.713,1.628,1.256,72.083,-193.726,47.424
-0.669,1.635,1.340,72.266,-170.288,28.625
-0.599,1.616,1.366,70.129,-147.949,12.817
-0.531,1.516,1.321,62.256,-126.038,-1.953
-0.496,1.378,1.327,50.415,-110.657,-14.343
-0.442,1.291,1.348,38.269,-96.924,-20.264
-0.371,1.244,1.383,27.283,-82.214,-21.606
-0.311,1.179,1.453,17.029,-67.139,-23.682
-0.283,1.137,1.469,9.033,-48.401,-24.658
-0.257,1.145,1.337,5.432,-24.780,-24.414
-0.221,1.133,1.073,4.883,-1.160,-24.536
-0.188,1.072,0.829,4.700,16.479,-26.917
-0.161,0.995,0.676,2.502,24.231,-29.114
-0.138,0.959,0.562,-2.686,28.931,-28.564
-0.121,0.948,0.514,-9.888,32.104,-27.832
-0.123,0.946,0.482,-15.320,33.813,-28.076
-0.139,0.942,0.411,-16.724,39.001,-28.687
-0.132,0.923,0.334,-15.198,45.410,-29.297
-0.125,0.895,0.290,-14.404,48.645,-29.419
-0.106,0.876,0.245,-14.954,50.659,-28.625
-0.099,0.893,0.264,-18.250,50.781,-26.367
-0.096,0.941,0.324,-21.729,50.476,-24.353
-0.103,1.005,0.343,-23.071,54.321,-23.071
-0.107,1.059,0.332,-22.217,60.730,-23.743
-0.127,1.094,0.286,-23.315,67.383,-26.123
-0.136,1.159,0.264,-26.245,72.327,-28.137
-0.139,1.226,0.287,-31.311,74.829,-31.311
-0.147,1.244,0.294,-39.734,78.552,-37.048
-0.141,1.239,0.292,-48.645,82.764,-43.518
-0.128,1.218,0.333,-56.030,85.754,-48.706
-0.109,1.174,0.369,-63.599,90.088,-52.856
-0.110,1.128,0.396,-70.374,96.008,-54.565
-0.105,1.114,0.354,-77.026,104.919,-53.040
-0.105,1.132,0.245,-81.238,115.356,-48.706
-0.110,1.195,0.163,-83.130,121.948,-43.213
-0.126,1.318,0.086,-86.121,126.343,-38.940
-0.142,1.479,-0.011,-88.867,130.310,-38.513
-0.154,1.592,-0.104,-90.576,132.568,-44.373
-0.166,1.624,-0.191,-92.712,132.141,-55.969
-0.173,1.591,-0.240,-94.727,129.944,-68.848
-0.183,1.572,-0.243,-95.947,126.526,-80.017
-0.194,1.578,-0.271,-99.365,125.122,-89.233
-0.187,1.537,-0.324,-104.370,125.122,-99.426
-0.162,1.467,-0.322,-110.107,123.840,-110.168
-0.147,1.392,-0.356,-117.188,125.000,-119.812
-0.150,1.304,-0.352,-125.488,122.375,-126.587
-0.141,1.219,-0.383,-130.432,119.568,-132.019
-0.128,1.154,-0.422,-134.277,117.432,-134.827
-0.125,1.110,-0.379,-138.977,110.107,-137.146
-0.128,1.202,-0.296,-142.822,103.516,-139.709
-0.149,1.341,-0.347,-151.184,106.995,-146.179
-0.200,1.318,-0.468,-161.621,113.403,-163.452
-0.253,1.083,-0.560,-165.771,112.854,-186.584
-0.280,0.761,-0.610,-161.377,107.117,-203.003
-0.244,0.458,-0.621,-145.996,99.792,-205.078
-0.148,0.183,-0.601,-126.953,93.933,-196.167
-0.055,-0.003,-0.562,-115.112,90.759,-179.199
0.003,-0.157,-0.581,-113.342,91.248,-159.729
0.016,-0.239,-0.658,-115.845,94.421,-139.465
0.008,-0.250,-0.798,-117.859,98.328,-119.141
-0.009,-0.227,-1.005,-120.300,100.037,-97.900
-0.033,-0.195,-1.208,-121.155,96.069,-75.500
-0.055,-0.184,-1.382,-119.629,86.548,-56.824
-0.094,-0.143,-1.558,-114.563,71.106,-40.588
-0.135,-0.092,-1.763,-104.553,52.917,-24.780
-0.197,0.012,-1.943,-94.177,32.166,-11.658
-0.239,0.211,-1.931,-88.257,-2.747,-1.160
-0.279,0.309,-1.841,-82.031,-40.161,6.348
-0.271,0.437,-1.838,-65.491,-62.622,0.305
-0.313,0.229,-1.822,-41.626,-83.374,-23.499

0.947,-0.350,1.598,140.381,-134.399,-86.670
0.838,-1.019,1.504,153.870,-103.271,-61.646
0.964,-0.538,1.549,175.720,-86.060,46.204
0.967,-0.364,1.721,192.688,-76.660,83.313
0.900,-0.370,1.833,200.562,-64.636,97.961
0.853,-0.401,1.916,196.350,-45.837,109.314
0.748,-0.366,1.994,177.307,-28.625,123.962
0.651,-0.288,2.118,138.306,-12.512,139.587
0.561,-0.176,2.204,81.421,7.446,155.518
0.431,-0.035,2.164,18.799,32.654,171.387
0.292,0.144,2.021,-28.503,60.608,188.965
0.178,0.338,1.894,-55.420,87.585,209.534
0.016,0.456,1.648,-67.078,118.774,237.915
-0.167,0.609,1.134,-77.148,151.489,290.405
-0.461,0.779,0.844,-87.646,162.598,376.526
-0.246,2.311,0.426,-83.679,173.462,392.883
-0.444,1.950,0.239,-92.712,173.889,250.183
-0.410,1.738,-0.027,-93.994,169.189,180.603
-0.351,1.460,-0.231,-91.309,163.147,168.213
-0.404,1.271,-0.454,-92.651,163.147,156.189
-0.376,1.114,-0.647,-88.501,158.386,151.123
-0.316,1.072,-0.678,-81.299,143.677,154.419
-0.335,1.007,-0.703,-80.994,128.845,156.250
-0.352,0.919,-0.822,-85.266,120.728,158.569
-0.349,0.895,-0.982,-85.571,112.183,166.016
-0.375,0.939,-1.333,-84.290,101.929,175.781
-0.408,1.056,-1.788,-84.473,93.140,186.157
-0.413,1.237,-2.091,-87.769,61.707,194.397
-0.421,1.434,-1.857,-89.600,-6.775,195.068
-0.497,1.758,-1.500,-88.379,-66.833,185.242
-0.543,2.105,-1.392,-79.712,-89.661,166.870
-0.495,2.215,-1.530,-64.331,-89.600,133.301
-0.423,2.023,-1.539,-46.936,-105.042,89.539
-0.376,1.722,-1.394,-31.250,-128.723,49.377
-0.328,1.447,-1.246,-15.137,-150.513,23.315
-0.305,1.218,-1.198,-2.380,-165.894,9.338
-0.274,1.040,-1.165,5.005,-180.054,5.127
-0.270,0.903,-1.063,7.568,-199.097,7.202
-0.278,0.845,-0.793,5.188,-224.365,13.977
-0.304,0.942,-0.425,1.038,-243.408,22.827
-0.334,1.214,-0.187,-5.127,-247.375,30.151
-0.385,1.413,0.172,-8.545,-255.249,26.245
-0.384,1.447,0.549,-7.019,-255.798,11.475
-0.342,1.347,0.873,4.333,-244.324,-4.700
-0.292,1.215,1.105,18.738,-224.182,-17.151
-0.219,1.144,1.181,25.452,-198.181,-22.156
-0.161,1.060,1.132,19.287,-172.729,-22.583
-0.147,0.978,1.113,5.371,-155.090,-20.691
-0.167,1.027,1.195,-4.150,-144.104,-13.367
-0.167,1.160,1.292,-8.057,-130.798,-5.371
-0.129,1.219,1.312,-10.437,-110.596,-3.113
-0.096,1.167,1.278,-12.939,-88.440,-6.714
-0.057,1.095,1.264,-12.756,-68.481,-10.132
-0.025,1.037,1.258,-10.193,-48.828,-11.475
-0.013,1.008,1.207,-6.592,-27.588,-11.292
-0.003,0.984,1.068,-2.991,-6.592,-10.620
0.019,0.948,0.862,-1.343,12.939,-10.010
0.029,0.909,0.674,-3.845,26.245,-9.888
0.042,0.869,0.495,-9.399,33.264,-9.277
0.074,0.835,0.351,-17.944,36.560,-8.118
0.075,0.838,0.238,-27.405,36.072,-6.042
0.095,0.880,0.133,-32.959,34.363,-3.784
0.102,0.895,0.091,-34.180,31.494,-3.784
0.094,0.880,0.062,-31.067,29.053,-5.493
0.091,0.869,-0.005,-25.146,29.968,-5.249
0.095,0.860,-0.069,-18.982,31.250,-3.601
0.100,0.879,-0.089,-13.550,29.663,-1.587
0.088,0.921,-0.121,-9.155,28.442,0.488
0.075,0.954,-0.120,-6.897,25.635,1.587
0.073,1.012,-0.091,-7.446,22.095,1.770
0.068,1.060,-0.060,-10.315,19.470,0.916
0.059,1.080,0.003,-12.939,17.212,-1.831
0.066,1.120,0.113,-14.038,15.564,-4.578
0.076,1.138,0.178,-13.855,17.944,-8.057
0.071,1.120,0.128,-14.343,24.597,-12.512
0.073,1.118,0.017,-16.541,30.457,-14.587
0.075,1.140,-0.041,-20.569,30.518,-15.259
0.074,1.181,-0.045,-26.611,27.344,-15.869
0.079,1.213,-0.055,-32.593,24.902,-17.029
0.086,1.231,-0.066,-37.231,24.109,-19.104
0.094,1.211,-0.043,-41.382,23.132,-21.606
0.097,1.211,0.010,-44.739,22.644,-22.278
0.103,1.278,0.032,-44.006,26.123,-20.020
0.116,1.375,0.058,-42.053,31.799,-17.883
0.128,1.463,0.104,-41.260,37.109,-18.860
0.135,1.519,0.140,-41.016,44.067,-22.339
0.141,1.542,0.171,-40.833,52.002,-27.344
0.152,1.546,0.175,-41.138,60.974,-33.264
0.163,1.503,0.156,-47.913,69.824,-39.551
0.159,1.427,0.142,-61.707,76.416,-44.922
0.157,1.338,0.169,-76.843,80.261,-47.607
0.175,1.284,0.239,-88.928,83.862,-46.814
0.174,1.278,0.303,-95.642,88.867,-44.067
0.153,1.295,0.347,-98.145,97.351,-41.748
0.131,1.300,0.366,-99.609,109.253,-41.687
0.111,1.302,0.317,-102.356,122.498,-43.579
0.097,1.291,0.182,-105.408,135.498,-46.326
0.064,1.288,0.014,-110.779,145.447,-51.147
0.036,1.304,-0.131,-115.051,149.048,-57.129
0.006,1.290,-0.241,-116.699,147.644,-65.735
-0.023,1.222,-0.312,-117.737,143.921,-77.026
-0.057,1.157,-0.334,-119.995,138.428,-87.830
-0.085,1.102,-0.354,-120.789,134.338,-96.985
-0.116,0.969,-0.453,-124.878,133.789,-106.812
-0.140,0.797,-0.585,-130.432,132.629,-114.502
-0.136,0.653,-0.660,-132.141,125.610,-115.845
-0.132,0.573,-0.650,-133.484,114.502,-111.572
-0.135,0.526,-0.639,-129.944,106.506,-106.506
-0.151,0.484,-0.835,-120.239,101.379,-97.839
-0.213,0.493,-1.044,-111.938,97.534,-94.666
-0.270,0.484,-1.313,-101.318,89.844,-93.689
-0.314,0.443,-1.536,-90.881,77.393,-93.323
-0.337,0.504,-1.556,-84.656,48.828,-90.454
-0.365,0.509,-1.642,-77.087,18.066,-90.759
-0.413,0.477,-1.847,-67.322,3.418,-94.238
-0.487,0.439,-1.986,-52.979,-16.602,-97.107
-0.533,0.401,-1.896,-37.842,-56.396,-98.145
-0.540,0.300,-1.718,-20.691,-92.468,-101.685
-0.512,0.144,-1.556,-3.540,-117.493,-104.675

0.783,0.076,1.785,208.313,-137.085,20.386
0.820,0.029,1.835,227.783,-114.746,25.879
0.836,0.029,1.936,249.268,-95.764,36.621
0.827,0.125,2.043,263.306,-76.660,51.331
0.820,0.223,2.001,263.306,-49.438,64.819
0.822,0.261,1.948,243.469,-22.827,71.472
0.822,0.267,1.964,204.285,-6.531,71.289
0.785,0.207,1.935,151.428,6.287,68.115
0.748,0.148,1.911,100.891,19.043,69.580
0.729,0.205,1.925,61.340,30.273,81.360
0.700,0.258,1.921,33.264,42.053,94.604
0.656,0.238,1.786,19.165,59.937,106.079
0.600,0.255,1.666,12.329,77.026,120.361
0.530,0.295,1.546,12.695,91.370,137.329
0.457,0.339,1.339,9.094,107.239,156.433
0.369,0.385,1.218,-3.784,115.173,176.880
0.241,0.470,1.120,-20.874,122.559,198.914
-0.011,1.103,0.966,-55.481,145.203,244.568
-0.071,1.296,0.698,-72.083,164.246,226.929
-0.192,1.093,0.493,-85.815,174.561,181.702
-0.295,1.064,0.269,-100.708,184.753,167.969
-0.397,1.115,-0.002,-111.816,195.862,170.837
-0.447,1.232,-0.297,-117.493,202.393,174.255
-0.469,1.322,-0.533,-115.417,200.562,172.668
-0.452,1.380,-0.616,-111.450,190.125,165.222
-0.464,1.322,-0.697,-104.492,179.382,151.794
-0.494,1.169,-0.860,-91.248,171.875,138.489
-0.465,0.971,-1.074,-77.637,161.682,132.019
-0.419,0.869,-1.262,-72.266,143.921,135.376
-0.409,0.829,-1.428,-71.777,121.338,144.104
-0.396,0.864,-1.460,-76.904,90.088,155.029
-0.380,0.936,-1.264,-81.726,51.208,165.039
-0.401,0.972,-1.127,-83.008,25.330,170.593
-0.436,0.969,-1.148,-78.430,16.052,173.279
-0.450,1.034,-1.210,-69.763,9.338,176.819
-0.468,1.150,-1.249,-60.669,-4.944,179.687
-0.502,1.176,-1.413,-50.720,-18.677,174.927
-0.555,1.269,-1.601,-36.682,-35.583,167.419
-0.565,1.490,-1.667,-25.940,-66.956,160.461
-0.575,1.630,-1.608,-22.827,-108.948,143.860
-0.598,1.633,-1.573,-21.057,-143.799,117.432
-0.577,1.588,-1.345,-14.893,-179.443,90.515
-0.548,1.445,-1.059,-8.240,-215.332,63.843
-0.487,1.316,-0.792,1.953,-236.816,42.908
-0.492,1.190,-0.735,9.766,-235.352,28.381
-0.443,1.072,-0.521,18.555,-238.342,20.264
-0.390,0.937,-0.262,23.621,-246.033,16.785
-0.352,1.019,0.137,13.550,-244.141,26.611
-0.365,1.146,0.378,11.230,-240.784,30.151
-0.385,1.243,0.576,15.076,-229.919,28.625
-0.394,1.354,0.775,22.827,-215.332,25.452
-0.359,1.468,0.928,29.175,-197.388,20.996
-0.313,1.545,0.995,30.151,-176.208,12.451
-0.293,1.600,1.075,27.405,-157.898,1.343
-0.285,1.570,1.248,25.696,-142.944,-10.742
-0.268,1.436,1.387,28.931,-122.864,-20.996
-0.191,1.337,1.402,33.875,-94.360,-23.926
-0.114,1.310,1.309,33.691,-65.735,-22.339
-0.068,1.296,1.119,25.757,-42.053,-22.156
-0.030,1.270,0.955,13.367,-25.635,-23.682
0.009,1.245,0.910,0.244,-16.602,-26.550
0.039,1.170,0.850,-8.972,-7.507,-31.189
0.073,1.069,0.735,-13.000,3.906,-35.706
0.103,0.970,0.630,-14.587,13.306,-38.269
0.123,0.860,0.514,-16.724,20.752,-39.490
0.115,0.759,0.406,-18.494,26.611,-37.598
0.130,0.717,0.342,-18.555,31.799,-31.433
0.134,0.732,0.282,-18.066,35.950,-23.865
0.125,0.780,0.176,-18.372,42.297,-17.578
0.107,0.812,0.078,-19.592,46.753,-13.489
0.088,0.810,0.016,-21.973,48.096,-11.475
0.074,0.830,0.006,-24.841,47.424,-8.484
0.057,0.867,-0.023,-25.452,47.546,-5.615
0.048,0.998,-0.048,-21.423,48.096,-3.235
0.047,1.032,-0.019,-20.630,47.241,-5.676
0.045,1.062,0.010,-21.667,47.913,-8.606
0.041,1.100,0.029,-22.766,49.683,-11.536
0.041,1.152,0.043,-25.024,52.551,-14.282
0.043,1.188,0.023,-28.259,56.702,-17.944
0.047,1.206,-0.034,-32.288,61.646,-22.461
0.065,1.215,-0.080,-37.598,63.599,-26.489
0.090,1.228,-0.066,-45.288,61.890,-29.907
0.110,1.248,-0.005,-55.847,58.716,-32.898
0.109,1.255,0.034,-65.125,58.594,-36.194
0.062,1.344,0.039,-79.590,65.796,-39.246
0.040,1.466,-0.033,-83.435,71.960,-39.490
0.022,1.519,-0.236,-84.167,79.285,-44.067
0.006,1.536,-0.445,-81.543,82.947,-51.819
0.013,1.550,-0.502,-79.041,74.280,-58.716
0.031,1.534,-0.422,-78.979,59.875,-67.139
0.038,1.448,-0.317,-81.177,50.781,-77.026
0.045,1.300,-0.212,-84.900,48.584,-85.449
0.087,1.167,-0.103,-85.632,49.866,-88.623
0.116,1.093,-0.012,-85.693,54.565,-87.158
0.124,1.034,0.019,-87.158,63.293,-83.374
0.128,0.988,-0.001,-89.722,75.623,-80.383
0.118,0.943,-0.059,-94.727,88.074,-77.576
0.109,0.892,-0.133,-105.286,98.022,-75.562
0.093,0.824,-0.211,-118.347,105.164,-74.829
0.071,0.746,-0.282,-132.324,108.887,-74.280
0.044,0.722,-0.327,-144.897,109.314,-72.632
0.004,0.785,-0.416,-153.320,109.924,-70.618
-0.036,0.857,-0.564,-160.339,110.535,-71.411
-0.082,0.865,-0.706,-167.358,108.032,-78.491
-0.120,0.798,-0.803,-170.471,100.647,-88.989
-0.162,0.710,-0.866,-166.382,90.698,-97.778
-0.199,0.574,-0.979,-155.884,83.923,-104.126
-0.224,0.402,-1.164,-142.212,80.322,-106.812
-0.254,0.265,-1.338,-127.747,74.036,-102.844
-0.270,0.285,-1.501,-113.892,64.514,-91.980
-0.257,0.424,-1.571,-102.661,44.373,-79.102
-0.275,0.493,-1.651,-93.628,22.644,-74.829
-0.307,0.503,-1.765,-84.473,7.568,-76.660
-0.330,0.537,-1.761,-73.181,-14.160,-79.163
-0.336,0.565,-1.566,-64.575,-46.326,-82.886
-0.344,0.504,-1.477,-59.265,-67.566,-91.553
-0.383,0.413,-1.565,-51.147,-76.660,-99.792
-0.438,0.311,-1.594,-38.635,-90.942,-104.614
-0.438,0.200,-1.448,-24.170,-113.464,-106.384

0.813,-0.155,1.930,213.074,-155.090,79.468
0.868,-0.077,2.041,214.111,-131.348,87.891
0.933,0.020,2.131,215.332,-106.812,96.863
0.938,0.084,2.164,211.121,-82.153,102.966
0.953,0.146,2.182,194.397,-55.908,107.788
0.980,0.229,2.245,158.936,-34.973,114.807
0.871,0.305,2.278,101.074,-13.428,120.300
0.757,0.417,2.200,39.429,15.808,126.953
0.638,0.543,2.032,5.737,49.927,149.170
0.520,0.631,1.813,-4.211,80.627,200.500
0.371,1.148,1.584,-4.944,107.666,279.358
0.517,1.787,1.021,5.737,130.371,246.277
0.377,1.330,0.992,-4.028,121.399,132.629
0.321,1.147,0.857,-17.883,124.023,119.202
0.271,1.197,0.775,-25.757,130.493,121.582
0.219,1.231,0.600,-36.865,141.052,123.535
0.147,1.241,0.456,-48.706,150.452,122.559
0.062,1.316,0.323,-59.692,158.875,122.253
-0.016,1.399,0.165,-67.139,167.847,120.667
-0.065,1.432,0.042,-72.754,175.476,113.953
-0.107,1.356,0.000,-76.904,180.298,102.295
-0.157,1.182,-0.065,-78.674,186.890,89.844
-0.188,0.977,-0.202,-76.172,197.449,82.520
-0.198,0.821,-0.349,-73.486,204.529,83.069
-0.242,0.701,-0.651,-76.050,209.473,89.539
-0.336,0.587,-1.139,-76.477,212.036,100.952
-0.341,0.594,-1.442,-71.777,200.928,121.582
-0.311,0.711,-1.520,-66.040,169.006,145.264
-0.311,0.781,-1.430,-59.509,127.502,162.781
-0.288,0.810,-1.366,-49.744,102.173,172.424
-0.336,0.809,-1.234,-36.072,78.613,178.101
-0.339,0.880,-1.069,-22.705,55.481,182.617
-0.327,0.942,-0.990,-13.733,42.847,183.960
-0.316,0.916,-1.075,-13.184,38.513,178.528
-0.327,0.785,-1.156,-18.616,26.917,170.288
-0.332,0.662,-1.141,-28.137,5.554,167.664
-0.340,0.576,-1.148,-40.039,-15.503,171.265
-0.387,0.566,-1.245,-48.828,-33.325,178.528
-0.486,0.667,-1.332,-49.866,-51.025,187.500
-0.536,0.935,-1.255,-42.236,-75.867,195.984
-0.549,1.255,-1.046,-31.189,-103.027,195.068
-0.595,1.480,-1.005,-22.583,-116.211,177.429
-0.603,1.557,-1.247,-7.507,-116.516,149.292
-0.545,1.626,-1.349,12.878,-125.916,119.629
-0.500,1.567,-1.133,26.489,-153.381,85.999
-0.486,1.275,-0.978,29.053,-174.438,50.720
-0.499,1.012,-1.012,27.893,-181.458,30.334
-0.518,0.818,-0.714,24.292,-208.557,30.762
-0.529,0.848,-0.473,21.851,-220.886,39.795
-0.513,1.057,-0.262,20.752,-223.206,51.331
-0.496,1.277,-0.101,25.146,-220.154,56.091
-0.486,1.407,0.066,33.325,-212.463,49.377
-0.468,1.471,0.273,45.898,-203.491,37.476
-0.432,1.473,0.421,57.129,-190.857,24.170
-0.394,1.444,0.527,62.195,-176.758,12.146
-0.373,1.435,0.622,59.021,-165.039,3.174
-0.379,1.444,0.728,49.561,-154.846,-2.380
-0.377,1.452,0.812,37.964,-143.616,-6.531
-0.386,1.400,0.850,27.954,-130.249,-9.705
-0.291,1.361,0.930,19.653,-116.516,-10.315
-0.205,1.342,1.003,13.611,-102.783,-9.888
-0.142,1.274,1.038,7.019,-86.060,-12.695
-0.104,1.204,1.073,2.625,-67.322,-15.564
-0.075,1.145,1.036,1.221,-46.753,-17.029
-0.041,1.120,0.881,1.770,-24.231,-16.479
-0.014,1.081,0.703,3.357,-7.080,-16.296
0.010,1.022,0.512,0.549,9.766,-17.273
0.042,0.971,0.454,-3.723,10.193,-17.212
0.048,0.936,0.417,-9.460,14.954,-17.761
0.054,0.906,0.371,-15.381,21.057,-17.822
0.059,0.875,0.326,-18.799,26.001,-18.005
0.060,0.864,0.275,-19.958,31.677,-17.273
0.056,0.851,0.217,-19.836,37.170,-16.663
0.058,0.825,0.146,-19.958,42.664,-15.503
0.052,0.814,0.071,-19.958,47.363,-13.794
0.048,0.828,-0.053,-18.921,52.002,-11.047
0.036,0.843,-0.201,-17.090,54.138,-8.057
0.021,0.883,-0.288,-17.029,50.964,-4.761
0.015,0.958,-0.256,-16.174,42.786,-2.136
0.001,1.043,-0.189,-15.991,35.645,-1.099
-0.023,1.130,-0.137,-16.846,33.508,-1.953
-0.039,1.208,-0.125,-15.930,35.339,-5.127
-0.048,1.230,-0.143,-14.465,38.574,-11.169
-0.041,1.225,-0.137,-13.794,40.039,-17.761
-0.026,1.209,-0.108,-14.465,41.016,-23.437
-0.017,1.180,-0.072,-18.005,42.542,-27.344
-0.017,1.159,-0.008,-22.034,44.250,-29.602
-0.015,1.179,0.086,-24.841,46.814,-29.419
-0.021,1.234,0.160,-27.771,53.284,-29.175
-0.034,1.290,0.144,-31.982,64.270,-30.579
-0.060,1.311,0.042,-36.926,75.928,-34.058
-0.066,1.325,-0.051,-41.687,83.496,-37.109
-0.060,1.370,-0.050,-44.861,84.534,-39.001
-0.057,1.424,-0.007,-46.997,84.717,-41.748
-0.064,1.440,0.006,-50.293,88.623,-47.546
-0.083,1.411,-0.049,-57.068,96.191,-54.565
-0.095,1.402,-0.138,-62.256,102.356,-59.143
-0.107,1.454,-0.196,-71.106,103.271,-66.223
-0.124,1.487,-0.225,-78.491,103.577,-74.036
-0.129,1.450,-0.247,-86.548,105.103,-83.313
-0.129,1.400,-0.245,-94.177,107.117,-100.830
-0.127,1.333,-0.280,-104.797,110.840,-108.948
-0.135,1.312,-0.444,-104.492,115.723,-117.981
-0.156,1.237,-0.616,-97.900,116.028,-128.357
-0.163,1.146,-0.679,-91.064,107.605,-136.108
-0.136,1.083,-0.634,-87.891,93.994,-138.672
-0.096,1.050,-0.556,-87.769,83.069,-139.587
-0.074,0.990,-0.490,-96.008,76.294,-142.273
-0.094,0.893,-0.439,-106.445,73.303,-146.423
-0.096,0.737,-0.369,-115.845,72.571,-149.719
-0.088,0.601,-0.330,-123.230,75.928,-148.437
-0.073,0.534,-0.349,-124.084,83.435,-142.334
-0.066,0.494,-0.408,-121.521,91.736,-135.803
-0.062,0.421,-0.490,-119.202,98.816,-131.775
-0.052,0.325,-0.599,-117.676,103.760,-128.723
-0.046,0.222,-0.708,-116.028,105.469,-125.305
-0.047,0.126,-0.795,-114.380,103.760,-119.690
-0.061,0.054,-0.921,-111.328,99.976,-111.938
-0.064,0.038,-1.086,-107.849,93.750,-102.234

-0.358,-0.242,-2.254,-42.297,-63.782,-27.161
-0.474,-0.083,-2.413,-29.663,-99.854,-1.892
-0.569,0.181,-2.347,-10.925,-145.630,19.714
-0.653,0.274,-2.030,14.099,-200.623,24.658
-0.706,0.405,-1.515,43.579,-245.728,31.860
-0.671,0.441,-1.266,75.012,-253.601,11.902
-0.695,0.147,-1.280,97.961,-243.225,-26.672
-0.713,-0.101,-1.258,117.676,-248.169,-37.415
-0.701,-0.236,-1.122,131.836,-266.602,-36.499
-0.682,-0.277,-0.848,138.000,-288.330,-31.799
-0.665,-0.282,-0.547,138.977,-298.523,-27.954
-0.668,-0.244,-0.226,139.343,-302.551,-14.771
-0.646,0.002,-0.005,143.616,-302.856,15.930
-0.567,0.293,0.017,150.024,-291.809,39.063
-0.474,0.360,0.170,156.982,-287.231,44.678
-0.337,0.464,0.443,167.908,-284.302,47.424
-0.198,0.345,0.597,186.218,-272.827,17.944
-0.092,0.189,0.773,206.726,-259.827,-7.507
0.038,0.122,0.936,233.826,-245.728,-8.606
0.179,0.056,1.112,252.380,-231.689,-7.996
0.271,-0.001,1.253,260.803,-217.224,-5.920
0.460,-0.016,1.357,251.160,-200.867,-0.854
0.576,-0.044,1.572,210.510,-190.186,3.113
0.625,-0.036,1.834,153.992,-184.692,5.859
0.649,0.022,2.056,114.258,-170.166,15.259
0.675,0.200,2.082,106.689,-139.099,31.189
0.709,0.292,2.030,123.596,-107.239,40.222
0.740,0.248,2.023,149.231,-83.618,40.710
0.742,0.130,1.975,172.180,-59.021,41.626
0.765,0.028,1.850,186.707,-33.997,48.035
0.794,-0.063,1.781,181.885,-14.893,57.129
0.805,-0.042,1.797,159.912,-2.136,69.946
0.789,0.062,1.861,133.118,10.376,83.557
0.759,0.127,1.887,107.422,24.353,91.370
0.705,0.192,1.840,81.177,43.518,97.412
0.667,0.278,1.692,60.303,65.186,106.384
0.591,0.354,1.483,42.297,89.050,117.310
0.512,0.547,1.210,28.015,107.727,129.944
0.426,0.672,1.176,18.250,108.154,134.583
0.336,0.778,1.101,11.658,114.868,137.817
0.256,0.880,0.954,7.019,128.235,139.954
0.197,0.881,0.754,0.732,138.123,136.536
0.153,0.850,0.563,-10.010,145.081,132.507
0.081,0.898,0.361,-24.048,149.780,133.789
0.031,1.018,0.137,-39.063,154.297,140.808
