aX,aY,aZ,gX,gY,gZ
0.131,1.361,0.041,29.419,98.450,26.306
0.108,1.349,-0.067,20.325,102.234,20.874
0.060,1.225,-0.154,9.460,101.746,13.123
0.014,1.139,-0.283,0.183,101.746,10.559
0.003,1.193,-0.427,-6.409,101.196,13.733
-0.003,1.214,-0.495,-12.878,95.703,13.306
0.002,1.145,-0.508,-18.188,88.196,8.362
0.021,1.046,-0.516,-20.935,83.557,4.272
0.046,0.993,-0.511,-21.851,80.933,3.906
0.084,1.059,-0.417,-23.560,76.355,7.202
0.133,1.046,-0.261,-26.306,73.242,7.141
0.157,0.967,-0.121,-30.762,76.599,4.089
0.141,0.999,-0.094,-34.058,88.135,7.141
0.093,0.996,-0.197,-37.354,104.492,8.423
-0.018,0.972,-0.347,-41.077,117.188,7.324
-0.126,0.953,-0.612,-42.786,126.709,6.470
-0.198,0.878,-0.916,-40.649,131.104,3.418
-0.222,0.845,-1.095,-39.307,120.850,1.770
-0.170,0.838,-1.059,-40.161,97.046,2.625
-0.129,0.802,-0.844,-45.349,71.350,2.136
-0.089,0.822,-0.620,-48.523,56.091,2.991
-0.044,0.859,-0.446,-48.401,53.650,4.761
0.003,0.874,-0.364,-49.377,59.204,4.395
0.028,0.813,-0.369,-55.420,68.054,3.540
0.042,0.688,-0.357,-65.613,74.402,4.150
0.035,0.638,-0.351,-73.425,80.322,9.460
0.029,0.641,-0.361,-77.515,87.769,17.090
-0.008,0.591,-0.437,-80.200,96.619,20.569
-0.086,0.533,-0.588,-84.351,104.858,23.865
-0.185,0.476,-0.822,-85.876,110.168,28.625
-0.261,0.403,-1.043,-83.374,108.826,33.081
-0.271,0.362,-1.173,-75.317,98.816,39.001
-0.236,0.443,-1.171,-67.505,81.543,47.913
-0.199,0.542,-1.069,-63.049,63.660,54.260
-0.158,0.517,-0.953,-60.059,51.270,53.650
-0.132,0.429,-0.859,-59.143,44.861,52.795
-0.133,0.398,-0.865,-56.396,45.654,57.922
-0.161,0.372,-0.981,-49.561,49.561,65.063
-0.238,0.481,-1.102,-43.274,48.096,74.097
-0.247,0.636,-1.173,-35.583,39.856,81.482
-0.246,0.638,-1.108,-29.480,25.208,77.026
-0.249,0.642,-0.971,-23.499,11.536,71.350
-0.211,0.663,-0.893,-13.550,6.592,68.359
-0.201,0.573,-0.890,-4.333,6.165,63.293
-0.228,0.536,-0.913,0.244,4.517,63.049
-0.271,0.606,-0.949,3.296,0.732,69.214
-0.339,0.679,-1.031,4.456,-4.028,74.036
-0.408,0.749,-1.160,4.456,-11.169,76.172
-0.442,0.817,-1.253,5.798,-24.231,75.684
-0.413,0.852,-1.193,7.996,-44.128,71.655
-0.378,0.826,-0.966,7.874,-66.284,65.491
-0.356,0.850,-0.786,8.545,-77.209,61.707
-0.359,0.955,-0.781,13.794,-73.975,59.448
-0.362,1.022,-0.957,22.583,-67.261,51.636
-0.396,0.976,-1.075,29.236,-70.557,38.269
-0.406,0.947,-1.075,32.715,-85.388,27.832
-0.428,1.001,-1.018,36.682,-101.440,21.362
-0.436,1.155,-0.926,40.344,-116.272,14.893
-0.433,1.266,-0.853,44.250,-127.930,3.113
-0.434,1.142,-0.729,43.579,-138.367,-15.747
-0.362,0.837,-0.410,33.569,-150.940,-29.297
-0.236,0.796,-0.010,20.508,-155.029,-21.179
-0.179,1.059,0.138,17.944,-132.935,-2.747
-0.137,1.188,-0.018,20.874,-95.947,-1.587
-0.101,1.061,-0.266,23.743,-66.895,-13.733
-0.063,0.882,-0.327,20.508,-57.617,-22.705
-0.049,0.833,-0.228,13.977,-57.922,-20.264
-0.037,0.875,-0.169,10.254,-50.964,-14.160
-0.039,0.903,-0.278,11.536,-35.583,-12.756
-0.023,0.902,-0.394,11.597,-24.536,-14.404
-0.006,0.844,-0.434,8.667,-22.949,-17.578
0.005,0.762,-0.409,3.906,-24.414,-19.348
0.021,0.721,-0.350,-0.610,-24.841,-17.334
0.052,0.708,-0.283,-3.784,-21.851,-13.062
0.296,0.792,1.545,-39.795,14.893,9.583
0.258,0.837,1.543,-37.170,28.931,-1.770
0.224,0.887,1.515,-36.682,43.579,-12.085
0.175,0.833,1.364,-37.781,58.044,-25.696
0.143,0.850,1.237,-43.274,69.214,-35.706
0.123,0.868,1.272,-50.476,71.838,-44.922
0.102,0.905,1.259,-57.800,78.369,-54.504
0.061,0.916,1.127,-66.345,88.135,-65.063
0.031,0.932,1.012,-77.026,94.727,-75.745
0.001,0.937,0.935,-86.792,98.267,-86.670
-0.051,0.950,0.914,-89.661,100.830,-98.145
-0.072,0.875,0.800,-72.388,105.530,-112.244
-0.083,0.699,0.652,-41.748,110.718,-125.183
-0.084,0.582,0.466,-8.972,112.732,-132.935
-0.068,0.509,0.277,18.372,111.877,-137.451
-0.036,0.422,0.235,38.208,104.736,-140.320
-0.020,0.380,0.181,50.842,98.145,-141.785
0.010,0.364,0.050,56.396,93.445,-142.700
0.050,0.314,0.038,52.307,84.900,-145.874
0.093,0.289,0.142,41.809,74.524,-148.621
0.119,0.237,0.108,31.433,70.679,-152.710
0.134,0.153,0.059,23.743,67.505,-157.288
0.151,0.123,0.115,20.630,59.631,-160.034
0.167,0.082,0.055,24.475,54.810,-163.086
0.231,-0.118,-0.070,29.663,51.758,-167.419
0.311,-0.259,-0.131,32.654,43.945,-167.542
0.359,-0.334,-0.154,33.264,33.569,-164.062
0.409,-0.379,-0.172,34.302,22.766,-167.542
0.460,-0.422,-0.176,36.438,11.719,-181.396
0.500,-0.451,-0.097,37.231,0.305,-201.782
0.494,-0.625,-0.032,37.842,-8.545,-220.215
0.468,-1.127,0.073,40.955,-16.235,-197.876
0.563,-0.768,0.075,50.598,-20.569,-122.314
0.607,-0.745,0.079,56.885,-24.963,-104.065
0.624,-0.944,0.091,53.101,-29.785,-104.492
0.638,-1.084,0.131,48.279,-37.048,-99.426
0.641,-1.182,0.149,44.128,-44.434,-88.745
0.649,-1.279,0.182,38.879,-51.025,-75.623
0.660,-1.311,0.248,33.630,-58.777,-58.777
0.676,-1.286,0.267,30.579,-65.552,-40.833
0.690,-1.293,0.323,28.015,-73.425,-24.902
0.686,-1.282,0.405,26.733,-81.116,-9.338
0.675,-1.170,0.456,27.100,-87.036,6.287
0.677,-1.075,0.598,28.687,-94.177,18.921
0.663,-1.038,0.777,31.372,-98.450,27.344
0.656,-1.001,0.856,33.569,-96.619,34.851
0.633,-0.979,0.842,32.776,-91.431,41.870
0.622,-0.960,0.863,27.100,-88.379,48.523
0.589,-0.868,0.898,18.982,-87.585,57.434
0.565,-0.825,0.916,12.146,-85.693,63.965
0.545,-0.809,0.887,5.432,-82.825,68.787
0.535,-0.813,0.836,-2.869,-80.383,73.486
0.514,-0.823,0.855,-12.329,-80.872,79.041
0.464,-0.706,0.924,-20.203,-81.909,87.769
0.430,-0.558,0.980,-25.024,-81.177,95.337
0.406,-0.535,0.982,-27.771,-77.637,98.389
0.356,-0.472,1.017,-28.748,-74.524,102.356
0.319,-0.300,1.105,-26.855,-73.425,109.741
0.310,-0.276,1.126,-22.034,-68.298,111.450
0.284,-0.339,1.101,-15.869,-60.852,111.450
0.239,-0.344,0.960,-10.986,-54.626,116.821
0.189,-0.227,0.659,-11.475,-51.147,125.916
0.166,-0.074,0.710,-20.691,-61.707,134.766
0.147,-0.054,0.870,-31.921,-74.341,137.695
0.116,-0.024,0.834,-36.133,-74.890,140.137
0.096,0.088,0.816,-38.452,-77.087,144.653
0.076,0.185,0.753,-42.480,-80.627,146.484
0.066,0.281,0.755,-47.180,-84.961,148.132
0.046,0.363,0.824,-50.293,-91.736,152.588
0.033,0.373,0.837,-50.049,-94.055,164.185
0.023,0.390,0.820,-48.950,-94.788,174.255
-0.003,0.425,0.786,-46.570,-95.947,187.134
-0.067,0.468,0.849,-43.823,-101.074,209.961
0.075,1.368,0.866,-38.025,-101.807,213.806
0.010,0.864,0.986,-30.884,-103.577,122.803
0.009,0.780,0.859,-29.541,-98.389,95.520
0.032,0.804,0.873,-27.344,-99.792,89.844
0.012,0.803,0.874,-29.785,-101.685,81.055
0.013,0.947,0.939,-32.288,-105.042,74.707
0.008,1.032,0.955,-37.170,-106.812,63.965
0.002,1.187,1.047,-45.349,-107.178,50.232
-0.009,1.260,1.190,-51.208,-106.262,31.372
-0.008,1.208,1.292,-50.110,-99.487,8.362
-0.003,1.059,1.289,-44.983,-88.135,-12.085
-0.000,0.868,1.297,-37.109,-77.576,-29.175
0.003,0.835,1.277,-26.428,-68.054,-38.086
0.011,0.758,1.242,-15.930,-58.838,-46.021
0.011,0.724,1.256,-9.949,-52.979,-53.772
0.023,0.730,1.260,-8.789,-47.363,-61.035
0.025,0.734,1.374,-12.268,-43.762,-70.557
0.035,0.743,1.507,-15.259,-37.842,-82.703
0.045,0.616,1.549,-15.442,-26.123,-97.717
0.065,0.506,1.521,-17.334,-12.329,-111.145
0.083,0.381,1.506,-19.958,-0.916,-121.582
0.109,0.226,1.535,-21.545,7.935,-130.554
0.134,0.052,1.534,-20.020,18.982,-137.878
0.158,-0.057,1.502,-15.686,30.518,-139.465
0.159,-0.184,1.488,-11.597,41.016,-138.550
0.148,-0.265,1.379,-7.812,51.270,-137.207
0.178,-0.348,1.296,-6.104,58.411,-142.700
0.177,-0.375,1.261,-5.188,59.570,-161.743
0.154,-0.383,1.196,-4.211,61.462,-181.213
0.146,-0.580,1.149,-3.845,61.768,-192.505
0.159,-0.762,1.144,-6.348,60.791,-142.212
0.230,-0.464,1.116,-5.066,62.195,-70.068
0.230,-0.544,1.086,-9.216,60.242,-65.186
0.248,-0.495,1.072,-10.925,60.364,-56.763
0.271,-0.506,1.029,-11.536,61.096,-46.204
0.272,-0.483,0.941,-11.536,62.195,-36.499
0.282,-0.369,0.762,-9.949,62.622,-24.841
0.311,-0.282,0.649,-9.644,57.861,-16.052
0.339,-0.237,0.691,-11.963,47.363,-10.132
0.357,-0.207,0.695,-13.855,40.466,-5.310
0.366,-0.166,0.647,-13.794,37.170,-0.854
0.369,-0.111,0.602,-12.024,33.447,3.967
0.369,-0.058,0.570,-9.583,28.931,8.118
0.371,-0.013,0.585,-6.470,23.499,11.841
0.376,0.029,0.583,-2.258,18.433,14.954
0.375,0.090,0.596,1.953,14.038,17.578

0.312,0.908,1.341,-159.851,-24.475,94.238
0.256,0.336,1.431,-164.551,-24.231,1.221
0.264,0.406,1.471,-160.645,-11.719,5.981
0.240,0.348,1.568,-155.640,-0.793,10.498
0.195,0.418,1.602,-148.193,15.747,12.878
0.149,0.598,1.568,-136.780,35.706,17.883
0.132,0.639,1.455,-126.526,56.335,14.893
0.098,0.670,1.322,-123.169,73.425,8.850
0.049,0.811,1.221,-127.502,85.632,5.127
-0.005,1.082,0.963,-129.883,95.459,-0.366
-0.027,1.193,0.732,-127.686,98.389,-15.137
-0.029,1.147,0.758,-123.230,88.806,-37.842
-0.022,1.015,0.884,-116.577,78.247,-58.289
-0.012,0.937,0.999,-109.314,76.111,-72.266
-0.022,0.977,1.019,-99.915,81.726,-80.933
-0.024,1.000,0.972,-85.205,90.698,-91.553
-0.045,0.976,0.896,-68.237,100.647,-104.370
-0.072,0.933,0.753,-53.711,111.023,-116.455
-0.115,0.937,0.411,-40.833,120.911,-125.183
-0.103,0.965,0.197,-28.137,120.728,-131.897
-0.105,0.988,0.239,-13.184,109.436,-140.442
-0.093,0.996,0.215,4.028,103.760,-151.611
-0.108,0.888,0.067,23.804,102.722,-165.100
-0.085,0.687,-0.120,41.504,99.854,-177.734
-0.047,0.576,-0.230,55.420,89.844,-183.289
-0.017,0.518,-0.226,65.857,77.454,-184.570
-0.000,0.534,-0.161,74.585,65.247,-186.462
0.014,0.521,-0.127,85.205,57.800,-191.406
0.030,0.408,-0.109,97.229,53.833,-200.623
0.057,0.209,-0.284,109.070,52.734,-207.520
0.085,-0.018,-0.376,111.938,45.715,-209.961
0.164,-0.181,-0.323,113.708,31.555,-203.796
0.213,-0.249,-0.335,117.859,21.057,-195.557
0.225,-0.264,-0.395,126.099,11.902,-187.500
0.274,-0.249,-0.390,135.010,-0.671,-178.955
0.302,-0.202,-0.249,143.250,-16.052,-166.443
0.352,-0.223,-0.227,156.067,-23.682,-154.663
0.429,-0.349,-0.229,172.119,-29.358,-155.579
0.482,-0.429,-0.271,184.814,-36.743,-171.448
0.521,-0.506,-0.338,192.017,-45.166,-203.064
0.460,-1.014,-0.269,188.354,-61.707,-240.662
0.531,-1.215,-0.014,172.363,-79.346,-179.260
0.586,-0.847,0.102,171.936,-86.121,-87.891
0.579,-0.952,0.194,159.241,-92.041,-79.163
0.570,-1.078,0.265,143.616,-93.994,-73.547
0.595,-1.167,0.383,132.996,-100.830,-61.035
0.595,-1.225,0.397,125.916,-103.027,-46.936
0.580,-1.231,0.522,119.019,-108.032,-32.043
0.555,-1.246,0.604,113.831,-112.000,-18.188
0.546,-1.315,0.723,107.483,-115.417,-4.333
0.531,-1.332,0.816,98.267,-117.981,11.536
0.506,-1.317,0.897,84.595,-117.371,29.297
0.466,-1.257,1.050,70.740,-117.615,46.936
0.450,-1.200,1.095,58.228,-113.831,63.354
0.425,-1.129,1.208,49.988,-109.924,78.430
0.418,-1.050,1.404,47.302,-107.178,92.896
0.411,-0.944,1.547,46.936,-96.802,107.178
0.384,-0.783,1.533,44.128,-79.590,120.667
0.365,-0.654,1.302,33.691,-60.242,130.249
0.313,-0.485,0.932,13.428,-49.805,137.024
0.305,-0.305,0.789,-14.587,-54.138,142.090
0.299,-0.303,0.929,-41.931,-69.214,142.578
0.272,-0.297,0.830,-55.542,-73.181,143.982
0.247,-0.183,0.821,-61.523,-77.820,151.428
0.240,-0.144,0.859,-66.040,-85.449,157.043
0.195,-0.032,0.939,-64.697,-90.454,162.903
0.191,0.245,1.143,-58.044,-95.398,172.546
0.193,0.344,1.166,-49.377,-90.576,182.373
0.211,0.371,1.013,-44.128,-80.322,195.068
0.200,0.402,0.943,-44.678,-77.759,202.820
0.185,0.413,0.987,-44.983,-81.238,215.393
0.267,0.807,0.854,-40.833,-78.918,227.173
0.235,0.520,0.761,-35.217,-80.688,167.297
0.190,0.246,0.797,-37.720,-94.238,121.033
0.163,0.378,0.759,-35.583,-99.304,127.686
0.115,0.473,0.791,-36.133,-106.506,130.005
0.081,0.605,0.911,-36.011,-113.647,125.427
0.084,0.830,1.173,-36.926,-119.568,119.263
0.093,0.928,1.026,-40.527,-111.023,104.248
0.091,0.825,0.887,-50.903,-103.455,82.703
0.083,0.803,0.818,-63.171,-105.896,67.505
0.086,0.732,0.808,-74.585,-110.596,55.847
0.077,0.669,0.781,-83.374,-115.601,47.363
0.070,0.703,0.729,-87.585,-119.629,42.297
0.058,0.632,0.747,-87.280,-126.770,35.706
0.032,0.587,0.830,-81.238,-133.240,31.555
0.002,0.746,0.986,-70.435,-137.207,30.334
-0.010,0.980,1.284,-62.988,-139.160,25.391
-0.009,1.186,1.497,-63.904,-131.287,10.193
-0.051,1.226,1.278,-70.190,-110.046,-14.099
-0.046,1.212,1.091,-81.299,-95.459,-41.199
-0.073,1.189,1.153,-107.544,-96.252,-68.237
-0.113,1.195,1.161,-138.611,-95.276,-92.163
-0.129,1.054,1.347,-161.011,-95.337,-115.967
-0.134,0.795,1.624,-165.833,-92.285,-134.521
-0.105,0.594,1.678,-150.574,-75.562,-142.883
-0.066,0.538,1.595,-121.277,-51.697,-141.357
-0.038,0.538,1.492,-91.125,-32.593,-138.123
-0.013,0.676,1.423,-71.899,-17.883,-136.536
-0.020,0.676,1.486,-65.063,-6.714,-140.930
-0.014,0.515,1.545,-57.617,5.676,-150.330
-0.010,0.444,1.454,-48.828,23.132,-155.396
0.017,0.569,1.375,-43.640,38.269,-156.250
-0.013,0.544,1.490,-47.791,47.485,-166.077
-0.046,0.358,1.459,-50.171,61.340,-180.725
-0.081,0.068,1.279,-44.495,76.538,-190.369
-0.060,-0.227,1.033,-35.767,83.557,-189.331
0.029,-0.286,1.109,-27.039,76.294,-182.495
0.053,-0.278,1.157,-13.550,71.777,-177.856
0.094,-0.275,1.094,-0.916,76.599,-163.635
0.120,-0.258,1.067,6.531,78.247,-140.747
0.148,-0.208,0.840,10.803,81.970,-112.549
0.201,-0.136,0.786,11.719,78.552,-86.853
0.226,-0.162,0.727,10.925,70.740,-75.623
0.263,-0.162,0.703,9.644,66.040,-65.552
0.274,-0.083,0.846,6.348,56.213,-53.650
0.271,-0.068,0.776,6.226,55.969,-44.434
0.290,-0.122,0.717,8.057,54.382,-36.865
0.327,-0.101,0.625,10.437,51.514,-26.306

0.019,1.436,1.068,-77.759,60.791,14.648
-0.012,1.550,0.764,-75.500,76.538,-0.244
-0.008,1.628,0.738,-72.754,79.895,-18.616
-0.021,1.520,0.805,-73.853,80.261,-41.992
-0.049,1.553,0.703,-74.524,88.135,-62.195
-0.076,1.650,0.584,-70.679,95.947,-81.177
-0.076,1.740,0.659,-63.171,98.572,-104.553
-0.143,1.622,0.606,-56.885,105.652,-133.240
-0.167,1.347,0.369,-51.453,116.150,-159.668
-0.165,1.184,0.138,-46.265,117.737,-174.011
-0.132,1.078,-0.029,-38.574,111.145,-180.664
-0.108,0.963,-0.093,-26.367,102.783,-185.852
-0.090,0.870,-0.145,-12.085,93.811,-189.880
-0.125,0.801,-0.271,3.601,87.708,-193.054
-0.086,0.693,-0.337,16.113,77.637,-196.167
-0.059,0.523,-0.426,28.625,67.078,-199.524
-0.030,0.403,-0.410,45.715,53.833,-200.073
-0.000,0.345,-0.367,65.979,41.016,-196.960
0.035,0.150,-0.439,89.294,33.447,-197.327
0.080,0.082,-0.497,114.197,24.841,-193.359
0.090,0.046,-0.477,130.554,11.475,-187.073
0.128,-0.126,-0.459,139.465,-0.488,-185.059
0.155,-0.216,-0.320,147.705,-12.939,-179.443
0.189,-0.254,-0.389,155.823,-20.325,-171.509
0.232,-0.303,-0.308,155.151,-29.663,-165.833
0.254,-0.329,-0.101,148.132,-42.969,-164.917
0.299,-0.379,-0.071,143.921,-45.776,-169.128
0.332,-0.423,-0.059,141.418,-48.523,-183.105
0.360,-0.470,-0.042,142.639,-54.321,-203.125
0.375,-0.740,-0.064,153.809,-62.378,-227.478
0.434,-1.352,-0.044,163.879,-72.266,-189.636
0.548,-1.043,-0.220,186.218,-80.688,-99.609
0.536,-1.251,-0.156,197.998,-97.778,-80.811
0.554,-1.127,0.045,203.003,-115.662,-59.875
0.550,-0.965,0.520,184.937,-131.042,-38.025
0.525,-0.856,0.664,156.433,-129.272,-26.733
0.514,-0.819,0.730,138.306,-121.826,-19.775
0.522,-0.946,0.839,128.113,-120.972,-15.564
0.539,-1.035,0.924,120.911,-119.080,-8.240
0.526,-1.075,0.974,116.150,-117.065,3.235
0.517,-1.069,1.017,112.793,-115.112,17.090
0.526,-1.047,1.024,109.619,-113.647,30.884
0.480,-1.007,1.062,103.699,-112.915,45.349
0.454,-0.914,1.145,93.445,-112.793,59.814
0.420,-0.834,1.226,79.712,-110.596,71.594
0.392,-0.738,1.281,66.772,-105.713,78.857
0.404,-0.703,1.310,56.519,-99.426,83.374
0.412,-0.746,1.319,45.410,-91.858,85.938
0.422,-0.675,1.395,32.776,-85.938,93.323
0.412,-0.568,1.489,21.362,-78.308,102.600
0.392,-0.497,1.509,13.855,-67.200,110.596
0.372,-0.519,1.479,7.141,-52.856,117.615
0.364,-0.527,1.443,2.258,-40.771,127.075
0.316,-0.493,1.321,-1.099,-29.541,139.404
0.264,-0.410,1.085,-5.493,-20.569,154.480
0.217,-0.279,0.756,-17.761,-17.822,168.457
0.188,-0.089,0.701,-38.269,-28.931,180.969
0.131,0.119,0.827,-55.542,-46.692,189.880
0.095,0.326,0.734,-58.716,-53.589,195.557
0.099,0.460,0.775,-55.786,-63.599,210.937
0.124,0.466,0.944,-52.612,-75.500,245.422
0.055,0.516,0.945,-49.255,-74.524,280.151
0.252,1.021,0.836,-49.683,-70.374,251.526
0.180,0.586,0.858,-50.232,-75.256,150.269
0.153,0.636,0.791,-47.424,-73.853,139.526
0.153,0.722,0.815,-40.466,-79.651,137.451
0.138,0.672,0.838,-38.025,-83.252,127.258
0.133,0.680,0.803,-39.490,-85.632,120.667
0.099,0.740,0.839,-45.105,-90.271,114.441
0.080,0.809,0.849,-51.636,-93.994,106.445
0.057,0.820,0.732,-56.763,-95.154,95.215
0.049,0.783,0.772,-63.171,-101.379,84.167
0.063,0.776,0.816,-67.871,-107.910,74.768
0.048,0.757,0.820,-70.557,-110.291,67.139
0.028,0.662,0.695,-69.275,-110.901,59.265
0.006,0.598,0.664,-64.331,-116.760,55.054
0.008,0.637,0.862,-57.983,-125.916,55.542
-0.002,0.777,1.059,-51.270,-130.066,55.664
-0.006,0.944,1.091,-47.363,-123.474,50.232
-0.026,1.027,1.247,-48.523,-118.103,36.499
-0.024,1.140,1.210,-53.711,-108.337,19.592
-0.043,0.996,1.078,-66.406,-97.412,-2.686
-0.051,0.888,0.985,-81.360,-93.628,-22.217
-0.060,0.738,0.935,-95.886,-94.849,-35.889
-0.058,0.625,0.851,-108.337,-97.839,-44.556
-0.050,0.550,0.865,-116.516,-104.309,-47.302
-0.057,0.471,0.917,-115.967,-111.145,-47.119
-0.060,0.460,0.925,-109.802,-114.197,-43.762
-0.074,0.668,1.118,-109.497,-116.699,-39.063
-0.084,1.069,1.427,-112.793,-118.713,-39.124
-0.132,1.269,1.458,-116.272,-106.323,-55.664
-0.118,1.256,1.278,-119.507,-87.646,-83.008
-0.145,1.163,1.234,-133.911,-80.139,-111.450
-0.165,1.001,1.259,-151.489,-76.477,-133.972
-0.200,0.708,1.405,-161.743,-73.120,-151.306
-0.241,0.543,1.369,-153.687,-63.660,-155.334
-0.226,0.485,1.291,-140.137,-52.673,-149.414
-0.201,0.521,1.430,-129.639,-49.011,-141.113
-0.202,0.551,1.533,-121.155,-40.100,-136.414
-0.198,0.584,1.532,-107.788,-25.391,-134.155
-0.182,0.637,1.484,-93.750,-8.545,-132.935
-0.168,0.674,1.473,-87.402,6.287,-135.071
-0.146,0.728,1.521,-85.632,20.813,-140.259
-0.134,0.735,1.513,-84.351,37.903,-148.315
-0.154,0.622,1.347,-77.148,58.533,-158.936
-0.167,0.397,1.140,-66.833,73.364,-166.260
-0.115,0.199,0.860,-55.603,80.322,-162.781
-0.039,0.016,0.762,-45.410,77.454,-149.902
0.026,-0.008,0.819,-33.569,70.801,-129.395
0.069,0.168,0.720,-17.334,72.266,-105.591
0.119,0.259,0.578,-3.296,73.975,-90.698
0.169,0.220,0.531,4.944,70.740,-83.679
0.207,0.182,0.505,8.240,66.040,-75.439
0.231,0.157,0.433,11.780,63.232,-65.002
0.262,0.115,0.391,17.212,58.350,-54.382
0.294,0.058,0.323,26.367,52.979,-42.603
0.328,0.129,0.287,35.339,47.241,-27.832
0.331,0.240,0.254,40.405,41.504,-13.672
0.322,0.328,0.228,37.964,35.706,-4.517

0.170,1.353,1.003,-43.945,34.607,25.635
0.151,1.346,0.985,-44.250,41.748,12.939
0.135,1.327,0.939,-45.471,48.645,1.526
0.135,1.357,0.937,-47.852,54.749,-6.897
0.122,1.444,1.000,-50.232,60.608,-15.503
0.109,1.525,1.001,-51.025,70.984,-27.527
0.078,1.535,0.921,-48.950,83.130,-43.457
0.059,1.670,0.801,-45.166,95.032,-59.509
0.043,1.780,0.804,-39.734,103.210,-79.041
0.026,1.868,0.856,-34.180,111.389,-104.065
0.001,1.809,0.779,-29.358,125.000,-133.179
-0.036,1.606,0.602,-26.855,138.550,-163.452
-0.064,1.380,0.469,-25.574,144.165,-186.096
-0.047,1.111,0.253,-23.499,144.836,-201.355
0.158,0.850,0.205,-19.958,136.597,-208.557
-0.037,0.865,0.168,-20.691,131.958,-205.017
0.027,0.548,-0.023,-7.690,130.432,-208.801
0.100,0.684,0.012,10.437,108.459,-193.481
0.151,0.716,0.075,24.658,97.778,-186.584
0.153,0.587,-0.015,37.109,95.825,-191.467
0.153,0.564,-0.142,47.363,93.445,-192.139
0.170,0.482,-0.247,53.894,86.365,-192.932
0.204,0.350,-0.225,54.077,75.378,-194.336
0.223,0.299,-0.189,52.368,65.063,-192.627
0.214,0.268,-0.293,50.659,59.631,-190.979
0.208,0.177,-0.401,50.842,50.537,-190.491
0.245,-0.015,-0.416,55.725,36.194,-188.843
0.299,-0.126,-0.437,63.660,21.301,-181.152
0.328,-0.122,-0.467,69.641,8.850,-168.335
0.338,-0.072,-0.458,76.599,-2.930,-156.921
0.355,-0.099,-0.368,88.623,-15.564,-150.635
0.372,-0.165,-0.516,109.558,-21.545,-146.118
0.370,-0.227,-0.659,132.202,-30.640,-141.541
0.384,-0.309,-0.645,154.358,-50.232,-138.306
0.414,-0.382,-0.603,178.101,-70.313,-144.836
0.430,-0.445,-0.580,196.350,-86.609,-169.617
0.392,-0.491,-0.527,203.308,-103.149,-205.566
0.263,-1.501,-0.362,204.285,-121.582,-214.050
0.390,-0.873,-0.272,206.116,-136.353,-111.511
0.441,-0.755,0.042,203.430,-147.705,-67.566
0.428,-1.038,0.196,176.636,-148.621,-69.397
0.439,-1.032,0.303,151.733,-144.348,-55.908
0.465,-1.040,0.389,131.897,-142.090,-41.077
0.482,-1.116,0.433,116.394,-138.367,-30.212
0.490,-1.186,0.484,108.093,-137.573,-17.334
0.478,-1.241,0.501,106.506,-137.268,-2.563
0.460,-1.243,0.604,107.178,-140.625,13.733
0.452,-1.212,0.767,108.887,-144.714,31.006
0.442,-1.161,0.810,107.971,-142.334,46.326
0.418,-1.093,0.974,97.229,-140.442,60.730
0.394,-0.960,1.230,79.651,-139.404,73.914
0.393,-0.865,1.436,60.608,-130.066,82.092
0.377,-0.814,1.457,42.480,-112.061,87.036
0.432,-0.853,1.418,26.306,-95.215,90.027
0.410,-0.816,1.353,14.587,-82.581,97.961
0.396,-0.728,1.319,6.897,-73.547,109.009
0.390,-0.620,1.091,5.676,-65.247,118.225
0.396,-0.529,0.929,2.563,-65.308,126.221
0.397,-0.352,0.914,-5.798,-73.486,135.742
0.409,-0.279,1.018,-13.245,-81.238,141.968
0.399,-0.128,1.021,-13.245,-83.923,146.790
0.369,-0.027,1.021,-11.841,-84.106,149.353
0.348,0.035,1.068,-10.071,-84.839,149.109
0.355,0.054,1.086,-5.798,-82.397,147.583
0.355,0.047,1.098,-1.770,-78.125,145.935
0.363,0.092,1.045,0.793,-72.937,145.752
0.357,0.064,1.124,-0.793,-69.519,145.203
0.349,0.125,1.133,-4.578,-64.575,147.400
0.336,0.206,1.146,-12.451,-56.702,151.489
0.316,0.192,1.073,-22.583,-49.438,151.367
0.290,0.229,0.867,-34.058,-41.443,152.771
0.260,0.320,0.789,-45.288,-44.067,158.936
0.249,0.374,0.786,-51.880,-51.575,168.579
0.234,0.413,0.798,-52.063,-58.655,181.519
0.210,0.431,0.882,-45.654,-64.331,200.073
0.190,0.417,0.921,-37.659,-67.261,222.351
0.278,0.861,0.765,-33.386,-63.232,234.314
0.193,0.554,0.583,-31.494,-65.796,172.852
0.152,0.426,0.571,-37.659,-80.200,139.038
0.104,0.548,0.587,-39.429,-93.018,147.583
0.057,0.601,0.629,-40.039,-102.417,151.855
0.014,0.793,0.852,-42.908,-114.807,152.100
-0.001,1.172,1.100,-45.837,-120.361,151.184
0.009,1.491,1.000,-46.265,-110.901,136.353
0.022,1.610,0.947,-50.781,-103.699,107.422
0.041,1.662,0.981,-62.927,-103.210,74.280
0.043,1.616,1.023,-76.599,-101.379,41.626
0.016,1.420,1.006,-88.928,-97.290,10.010
0.018,1.226,0.909,-92.896,-92.224,-12.024
0.014,0.958,0.924,-91.553,-93.201,-26.978
0.015,0.766,0.934,-84.045,-93.628,-33.264
0.006,0.761,1.036,-70.618,-93.262,-31.860
0.002,0.812,1.135,-53.650,-89.783,-31.738
